SampleID,Isdrillhol,SiO2_4AES_,TiO2_4AES_,Al2O3_4AES,Fe2O3_4AES,MnO_4AES_p,MgO_4AES_p,CaO_4AES_p,Na2O_4AES_,K2O_4AES_p,P2O5_4AES_,Cr2O3_4AES,TOT_C_4AES,TOT_S_4AES,LOI_4AES_p,Sum_4AES_p,Ba_4AES_pp,Cu_1DXMS_p,Pb_1DXMS_p,Zn_1DXMS_p,Ag_1DXMS_p,Au_1DXMS_p,As_1DXMS_p,Sb_1DXMS_p,Bi_1DXMS_p,Cd_1DXMS_p,Hg_1DXMS_p,Tl_1DXMS_p,Se_1DXMS_p,V_4AES_ppm,Ni_1DXMS_p,Co_4AES_pp,Sc_4AES_pp,Rb_4AES_pp,Sr_4AES_pp,Cs_4AES_pp,Sn_4AES_pp,W_4AES_ppm,Mo_1DXMS_p,Ga_4AES_pp,Be_4AES_pp,U_4AES_ppm,Hf_4AES_pp,Ta_4AES_pp,Th_4AES_pp,Nb_4AES_pp,Y_4AES_ppm,Zr_4AES_pp,La_4AES_pp,Ce_4AES_pp,Pr_4AES_pp,Nd_4AES_pp,Sm_4AES_pp,Eu_4AES_pp,Gd_4AES_pp,Tb_4AES_pp,Dy_4AES_pp,Ho_4AES_pp,Er_4AES_pp,Tm_4AES_pp,Yb_4AES_pp,Lu_4AES_pp,Wgt_4AES_k
TI4087,N,45.04,0.541,13.64,16.1,0.45,3.77,8.38,0.11,1.2,0.133,0.015,1.83,<0.02,10.4,99.82,191,1,1.9,138,<0.1,1.1,<0.5,<0.1,<0.1,0.2,<0.01,0.1,<0.5,114,115.9,33.3,17,32.3,102.2,0.2,2,1.9,2.2,13.3,<1,0.5,3,0.4,1.9,5.3,17.8,104.7,11.7,27.5,3.14,12.5,2.64,0.73,2.58,0.47,2.83,0.56,1.75,0.28,1.75,0.29,0.88
83J0065,N,58.03,0.622,15.62,7.14,0.11,5,5.99,4.59,0.91,0.146,0.019,0.04,0.03,1.6,99.78,157,87.6,2.6,23,<0.1,1.3,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,147,41.8,25.2,20,35.7,364.5,1.4,<1,<0.5,2.3,15.9,1,0.4,2.9,0.3,1.2,4.1,14.7,108.1,11.9,27.7,3.59,13.8,2.95,1,2.8,0.45,2.53,0.54,1.5,0.22,1.49,0.23,1.42
TI4084,N,56.14,0.632,15.8,6.85,0.11,3.62,3.84,3.06,2.31,0.111,0.004,1.4,0.02,7.3,99.82,385,37.6,0.9,63,<0.1,3.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,106,31.8,17.7,14,52.6,168.3,0.9,<1,0.9,0.1,15.1,<1,0.5,2.7,0.3,1.6,4.3,14.1,109.4,10.5,24.4,2.83,12.3,2.48,0.77,2.45,0.43,2.55,0.48,1.44,0.22,1.47,0.23,1.18
92J0441,N,59.6,0.522,12.88,6.67,0.08,8.09,4.26,3.25,0.91,0.099,0.081,0.08,<0.02,3.2,99.73,264,29,0.6,52,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,115,188.6,33.7,18,35.3,356.5,1.1,<1,<0.5,0.2,13,<1,0.4,2.3,0.2,1,3.1,10.3,86.6,7.2,17.2,2.09,8.7,1.87,0.58,1.89,0.32,1.72,0.36,1.01,0.16,0.99,0.16,0.61
76J0146,N,55.83,0.7,17.24,6.63,0.12,4.25,7.53,4.71,0.42,0.129,0.041,0.11,0.06,2.2,99.8,211,53.1,0.6,42,<0.1,0.7,5.9,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,179,80,32.1,28,8.2,182.4,0.1,<1,<0.5,0.4,12.9,<1,0.2,1.6,0.2,0.6,3.4,11.6,61.1,7.8,18.6,2.35,10.6,2.13,0.61,2.13,0.36,1.97,0.39,1.19,0.19,1.16,0.18,1.15
92J0789,N,56.57,0.664,16.33,7.17,0.11,5.06,4.24,4.65,0.44,0.143,0.013,0.5,<0.02,4.4,99.8,167,45.2,1.9,63,0.1,<0.5,0.6,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,150,86.2,26.5,19,11,159.7,0.6,1,<0.5,<0.1,17,<1,0.5,2.9,0.3,2.2,4.7,16.6,112.5,11.6,28.3,3.55,15,3.05,0.98,3.01,0.52,2.87,0.62,1.71,0.25,1.72,0.26,0.81
92J0244,N,53.06,0.563,13.77,8.35,0.25,5.45,14.17,2.93,0.41,0.118,0.093,0.05,<0.02,0.6,99.79,123,28.2,0.8,13,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,152,36.7,40.5,28,13.1,194.6,0.3,<1,0.6,0.2,14.1,<1,0.4,2.8,0.3,1.5,4.4,14.7,96.1,10.6,24.5,3.03,12.3,2.55,0.75,2.6,0.42,2.5,0.5,1.52,0.25,1.56,0.26,1.06
73J0215,N,63.16,0.673,16.46,6.26,0.09,1.83,5.58,3.88,0.82,0.173,<0.002,<0.02,<0.02,0.9,99.83,174,19.4,1,49,<0.1,1.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,88,11.1,15,10,12.7,300.1,0.7,1,<0.5,0.4,18.6,<1,0.4,3.4,0.4,1.6,5.5,12.1,132.5,15,33.5,3.94,15.1,2.89,0.91,2.69,0.42,2.32,0.44,1.27,0.21,1.23,0.19,0.36
76J0493,N,62.56,0.685,16.69,6.7,0.11,2.77,1.71,2.21,3.04,0.111,0.08,0.73,0.66,3.1,99.78,315,71.6,2,172,<0.1,1.5,55.5,<0.1,0.1,0.2,<0.01,0.5,1,151,297.5,41.6,22,60.7,247.1,3.1,1,0.6,1.5,19.3,<1,0.5,3.2,0.3,1.6,4.7,10.2,119.6,11.8,28.3,3.33,13.9,2.81,0.87,2.33,0.38,2.15,0.4,1.2,0.18,1.25,0.17,1.23
83J0482,N,59.11,0.61,14.79,6.13,0.1,3.27,11.92,1.45,0.04,0.115,0.038,0.05,<0.02,2.3,99.9,9,32.4,0.7,23,<0.1,2.5,1.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,147,42.8,28.2,25,0.6,125.6,<0.1,<1,<0.5,0.4,13.6,<1,0.1,1.3,0.2,0.4,3,10.2,49.7,6.2,14.5,1.93,8.4,1.82,0.63,1.9,0.3,1.72,0.36,1.04,0.16,1.06,0.16,1.39
93D0209,N,56.42,0.67,16.19,8.04,0.12,6.55,3.62,3.98,0.44,0.146,0.016,<0.02,<0.02,3.6,99.82,88,2.4,0.9,73,<0.1,<0.5,<0.5,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,157,110.1,29.2,19,9.5,160,0.3,<1,<0.5,0.2,16.1,<1,0.5,3,0.3,2,4.7,16.3,108.3,18.8,42.5,4.93,20.6,3.89,1.14,3.71,0.56,3.05,0.59,1.71,0.26,1.6,0.26,0.69
TI0115,N,54.76,0.548,13.24,5.92,0.12,4.12,6.61,1.41,1.22,0.135,0.026,2.66,0.11,11.7,99.83,203,24.2,0.7,60,<0.1,0.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,98,110.4,19.3,15,33.1,122.5,0.8,1,0.7,<0.1,14.2,<1,0.6,3,0.4,1.6,5.2,20.6,117.4,13.5,30.9,3.57,14,3.08,0.89,3.46,0.61,3.58,0.69,2.16,0.32,2.07,0.31,0.49
04-MGH-0798A,N,61.43,0.594,14.35,6.98,0.11,4.82,4.54,4.57,0.31,0.15,0.019,0.06,<0.02,1.9,99.8,79,55.9,5.1,47,<0.1,4.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,124,61.1,26.2,18,6.8,102.1,0.2,<1,<0.5,0.1,13.5,<1,0.6,3.5,0.5,2.1,5.6,18.6,117.6,12.8,29.2,3.43,13.8,2.9,0.84,3.09,0.51,2.95,0.61,1.86,0.3,1.85,0.3,0.82
TI0060,N,69.65,0.567,13.69,4.92,0.06,0.71,2.02,4.79,0.57,0.217,<0.002,0.39,0.02,2.7,99.91,128,6.2,1.6,74,<0.1,<0.5,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,31,4.8,6.7,7,10.8,161.6,0.5,<1,0.6,0.3,16.8,<1,0.6,3.7,0.4,2.1,5.4,15.9,134.3,17.6,39.4,4.92,19.7,3.85,1.04,3.64,0.57,3.07,0.57,1.57,0.23,1.47,0.21,0.68
TB09003,N,53.74,0.56,13.32,13.54,0.32,3.76,5.05,0.48,1.56,0.147,0.017,1.38,0.66,7.3,99.84,142,65.8,3.1,69,0.1,6.1,6.2,<0.1,0.2,0.2,<0.01,<0.1,<0.5,95,71.9,25.2,15,43.2,57.3,0.8,<1,<0.5,0.4,12.7,<1,0.3,3.2,0.3,1.2,4.9,16.7,106.6,10.1,23.7,3.01,12.4,2.55,0.69,2.7,0.43,2.51,0.55,1.63,0.25,1.68,0.27,3.08
KL0757,N,55.84,0.906,21.48,2.9,0.06,1.35,2.46,6.04,3.72,0.24,0.01,0.88,0.04,4.9,99.86,564,47.8,0.8,30,<0.1,<0.5,1.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,191,10.4,4.8,20,100.5,82.4,2.1,1,0.9,0.3,22.2,<1,0.6,3.8,0.4,2.2,5.6,16.4,149.1,18.6,42.2,5.39,22.2,4.29,1.2,3.54,0.54,2.96,0.58,1.64,0.23,1.56,0.24,0.44
92J0533,N,55.47,0.702,16.63,7.62,0.09,4.56,5.28,4.35,0.24,0.116,0.006,0.47,<0.02,4.7,99.81,51,48.4,5.3,60,0.5,<0.5,0.8,0.5,<0.1,<0.1,<0.01,<0.1,0.9,168,58.5,25.5,21,6.7,183.8,0.7,<1,0.6,0.2,16.5,<1,0.5,2.8,0.4,1.8,4.2,17.7,100.9,11.2,25.2,3.05,12.8,2.93,0.98,2.91,0.54,3.02,0.63,1.86,0.28,1.83,0.28,0.87
76J0137,N,45.69,0.605,14.3,12.01,0.18,3.2,8.94,2.65,1.42,0.113,0.008,1.82,4.2,10.7,99.79,290,62.5,6.2,58,0.4,8.1,16.1,0.4,<0.1,0.1,0.03,<0.1,1,115,70.4,42.7,18,45.3,123.7,0.7,88,1.7,1,14.2,<1,0.4,2.4,0.3,1,4.3,11.4,96.4,9,21.1,2.65,11,2.28,0.48,1.98,0.33,2,0.42,1.24,0.21,1.31,0.2,1.68
MCD32-01,N,62.57,0.678,15.71,6.23,0.16,3.2,3.29,4.54,1.09,0.18,0.008,0.09,0.03,2.2,99.82,347,60.1,21.3,210,0.2,0.6,3.2,<0.1,0.3,0.5,<0.01,<0.1,<0.5,82,30.5,16.2,16,25.4,192.5,0.5,2,<0.5,0.6,18.7,<1,0.9,4.2,0.6,3.3,7.2,21.6,164.3,19.2,44.4,4.93,19.9,4,1.16,4.02,0.7,3.98,0.84,2.39,0.35,2.44,0.35,0.67
93D0333,N,57.17,0.552,12.74,8.4,0.15,8.77,6.3,1.75,0.71,0.098,0.061,0.1,<0.02,3,99.73,202,22.4,4.2,62,<0.1,<0.5,1,<0.1,<0.1,<0.1,<0.01,<0.1,0.7,143,166.7,46.2,24,27.7,194,0.7,<1,<0.5,0.6,13.7,<1,0.5,2.4,0.3,1.8,3.3,10.5,82.6,9.6,21.6,2.58,11.4,2.05,0.6,1.87,0.31,1.72,0.36,1.06,0.17,1.06,0.18,0.6
TI0262,N,52.37,0.623,14.28,4.84,0.11,3.93,7.35,2.39,1.32,0.13,0.019,2.96,<0.02,12.5,99.86,317,46.4,0.6,42,<0.1,<0.5,62.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,130,81.8,29.2,17,41,155,1.4,<1,0.9,0.9,14.1,<1,0.3,2.6,0.4,1.3,4.9,13.6,97.9,10.1,23.9,2.8,11.5,2.43,0.83,2.47,0.43,2.57,0.52,1.6,0.22,1.51,0.22,0.63
Sarcee1,N,79.74,0.413,9.43,3.05,0.06,0.58,0.72,4.34,0.22,0.1,0.006,0.12,0.08,1.2,99.9,64,79.3,17.9,163,0.2,2.8,8.6,0.1,<0.1,0.4,0.1,<0.1,<0.5,58,38.9,7.7,7,7,31.6,0.2,1,<0.5,0.5,10.3,<1,0.4,2.5,0.2,1.3,3.1,10.4,76.9,8.6,21.1,2.64,10.8,2.27,0.66,2.05,0.34,1.93,0.37,1.05,0.15,1,0.14,0.55
TU41-02,N,59.31,0.667,15.11,5.91,0.08,4.1,3.82,4.11,1.08,0.156,0.011,0.74,<0.02,5.5,99.85,189,43.5,1.6,68,<0.1,0.8,2,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,115,55.1,20.8,17,31.4,129,1,<1,0.5,<0.1,15.8,<1,0.4,3.8,0.4,1.4,5.9,16.2,130.4,10.8,26,3.15,12.2,2.63,0.82,2.64,0.47,2.64,0.57,1.64,0.25,1.65,0.25,0.81
93D0047,N,55.76,0.688,15.58,8.87,0.13,6.19,6.94,2.68,0.92,0.164,0.019,0.04,0.07,1.9,99.81,153,33.9,1.5,42,<0.1,0.9,<0.5,<0.1,0.1,<0.1,<0.01,0.1,<0.5,142,73.4,33.4,25,36.4,198.8,4.2,<1,<0.5,0.3,16.1,<1,0.3,2.7,0.3,1.4,5,15.2,105.2,11,26,3.27,14.1,2.83,0.85,2.89,0.47,2.63,0.52,1.54,0.23,1.51,0.24,0.67
TI2457,N,61.49,0.638,14.36,5.73,0.1,2.3,4.86,4.69,0.77,0.176,0.015,0.95,<0.02,4.7,99.85,178,27.8,0.7,56,<0.1,1.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,109,46.4,16.5,16,17.6,118.9,0.7,1,<0.5,0.1,13.4,<1,0.5,3.4,0.4,1.7,5.8,17.4,122.8,15.3,35.1,4.08,17.3,3.24,0.94,3.08,0.51,2.92,0.61,1.85,0.29,1.89,0.31,0.6
93D0326,N,55.96,0.659,14.75,8.39,0.13,7.33,5.41,3.24,1.14,0.123,0.038,0.02,<0.02,2.6,99.75,219,19,1.1,47,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.7,148,113.6,39.5,24,38.2,190.7,2.9,<1,<0.5,0.4,14.3,<1,0.4,2.6,0.3,1.3,4.3,13.1,96.4,9.8,22.4,2.76,11.9,2.39,0.79,2.34,0.39,2.23,0.45,1.35,0.22,1.32,0.21,0.53
K64-52,N,57.28,0.72,16.09,7.24,0.11,3.46,8.7,1.53,0.91,0.127,0.004,0.27,<0.02,3.6,99.79,274,27.8,0.9,67,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,147,38,24.1,19,43.9,187.1,1.4,1,<0.5,0.3,17.8,<1,0.5,4.1,0.4,2,6.2,21.2,142.3,14.2,33.5,3.89,15.6,3.51,1,3.58,0.61,3.73,0.77,2.16,0.32,2.19,0.31,0.71
92J0483,N,54.41,0.69,15.41,8.68,0.13,7.31,5.54,3.2,0.32,0.138,0.024,0.17,<0.02,3.9,99.75,112,17.1,0.8,60,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,163,119.8,37.1,25,10.8,290,0.5,<1,<0.5,0.5,14.8,<1,0.4,2.7,0.3,1.5,3.9,14.9,96.2,10.6,24.6,3.11,12,2.79,0.83,2.8,0.46,2.56,0.56,1.59,0.24,1.52,0.25,0.65
93D0314,N,58.65,0.728,15.98,7.26,0.14,3.76,5.11,5.66,0.66,0.143,0.012,0.06,<0.02,1.7,99.81,266,27.9,2.3,48,<0.1,<0.5,1.4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,155,41.3,23.4,21,16.8,185.1,1.3,1,<0.5,0.8,17,1,0.6,3.5,0.4,2.4,5.4,15.4,125.3,14,30.9,3.77,15,3.03,0.93,2.93,0.48,2.76,0.53,1.57,0.24,1.51,0.25,0.6
93D0115,N,54.44,0.524,11.45,8.61,0.14,12.88,5,1.86,0.66,0.077,0.143,0.05,<0.02,3.9,99.72,151,13.2,0.6,41,<0.1,1.3,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,123,233.4,47.1,24,19.4,137,0.8,<1,<0.5,0.4,11.3,<1,0.4,2.4,0.3,1.4,3.6,10.1,77,8.1,18.9,2.21,9.5,1.91,0.55,1.81,0.32,1.89,0.38,1.09,0.16,1.08,0.17,0.48
93D0142,N,57.31,0.779,16.98,7.45,0.11,4.21,5.34,4.35,0.63,0.175,0.005,<0.02,<0.02,2.5,99.84,111,50.3,1.7,57,<0.1,0.8,0.9,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,132,52.3,24.5,21,20.7,221,0.4,1,<0.5,0.3,18.3,<1,0.6,3.9,0.4,2.1,5.7,16.4,134.4,13.6,32.6,3.9,15.7,3.36,0.96,3.45,0.54,3.14,0.6,1.78,0.26,1.79,0.27,0.48
92J0207,N,59.58,0.678,14.69,7.3,0.12,5.77,5.23,2.93,1.19,0.147,0.037,0.03,<0.02,2.1,99.76,269,33.5,2.1,50,<0.1,0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,125,101,31.2,20,33.6,217.7,2.1,1,<0.5,0.5,15.6,<1,0.5,3.5,0.4,1.9,5.3,14.3,126.6,13,29.4,3.44,13.9,2.92,0.76,2.73,0.43,2.43,0.47,1.5,0.23,1.47,0.23,0.81
76J0272,N,52.72,0.547,11.82,11.27,0.14,8.15,8.89,2.6,1.69,0.086,0.039,0.02,0.38,1.6,99.58,274,1182.6,2.8,14,0.6,178.5,<0.5,<0.1,0.2,<0.1,<0.01,<0.1,3.4,160,58.4,38.4,15,63.5,341.6,0.9,2,3,34.2,15.1,1,0.5,2.4,0.3,1,3.4,10.1,84.6,7.3,15.7,1.93,8.4,1.87,0.68,1.96,0.33,1.91,0.34,0.96,0.15,0.99,0.15,0.46
93D0201,N,61.2,0.704,15.1,6.53,0.1,4.06,4.2,4.37,0.53,0.137,0.01,0.12,<0.02,2.9,99.86,119,7.5,3,77,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,115,68.1,20.8,17,13,141.8,0.7,1,0.6,0.4,16,<1,0.8,4.3,0.6,2.6,6.1,14,140,14.9,34.1,3.9,14.9,3.22,0.89,3.04,0.48,2.77,0.52,1.56,0.24,1.54,0.24,0.63
TB09002,N,62.87,0.781,16.1,6.19,0.07,3.01,1.97,3.78,0.78,0.23,0.015,0.3,<0.02,4,99.82,171,12.8,0.7,76,<0.1,1.9,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,103,50.7,23.5,16,21.9,251.8,0.7,2,<0.5,<0.1,15.5,1,0.6,4.7,0.5,2.4,8.4,21.4,161.2,12.4,32,3.68,14.9,3.07,0.82,3.11,0.56,3.48,0.74,2.27,0.36,2.35,0.37,1.25
93D0466,N,60.04,0.776,15.6,7.15,0.09,3.43,5.02,4.16,0.91,0.149,0.004,0.1,<0.02,2.5,99.82,205,18.3,7,85,<0.1,2.9,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.5,135,46.7,21.9,17,22.5,162.9,0.3,1,<0.5,0.1,18,<1,0.6,3.8,0.5,2.7,5.9,18.1,145.7,15.3,33.3,3.9,16.1,3.23,0.99,3.03,0.54,3.06,0.63,1.82,0.27,1.76,0.27,0.54
73J1164,N,54.6,0.91,18.09,12.89,0.11,3.23,1.04,1.85,2.59,0.195,<0.002,0.06,<0.02,4.3,99.79,457,30.7,5.5,109,0.2,0.7,4.9,<0.1,<0.1,0.3,<0.01,<0.1,<0.5,135,19.3,11.4,17,76.9,47.7,0.5,3,<0.5,0.5,26.6,<1,0.7,4.8,0.5,2.6,8.2,16.8,167.6,5.4,15.7,2.45,12,3.54,1.21,3.6,0.61,3.35,0.62,1.75,0.27,1.66,0.24,0.39
85J0036,N,59.94,0.778,15.34,7.46,0.1,3.48,6.34,1.63,1.99,0.148,0.003,0.04,0.04,2.6,99.81,295,26.6,1.2,83,<0.1,1.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.7,144,24.9,22.7,15,51.5,307.1,1,<1,<0.5,3.4,18.8,<1,0.6,4.2,0.6,2.3,8.2,15,152.2,16.7,36.2,4.43,17.5,3.51,1.13,3.17,0.53,2.51,0.52,1.52,0.24,1.41,0.22,0.97
RE54-04,N,56.93,0.886,17.3,5.59,0.13,3.83,6.03,4.45,1.71,0.144,0.014,0.23,<0.02,2.7,99.75,427,79,0.6,51,<0.1,3,1.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,194,52.9,29,24,67.8,304.4,2.2,<1,<0.5,0.3,16.9,<1,0.4,3.2,0.4,1.6,5.7,19.9,127.1,12.3,28.5,3.43,14,2.93,0.99,3.41,0.58,3.23,0.71,1.94,0.29,1.87,0.31,0.69
P22-13,N,56,0.86,16.7,7.63,0.13,4.15,6.42,4.16,1.3,0.124,0.019,0.06,0.1,2.3,99.78,246,65.4,1.3,66,<0.1,0.8,12.3,<0.1,<0.1,1.2,<0.01,<0.1,<0.5,198,79.5,40.7,27,42.2,219.8,1.1,<1,<0.5,0.3,18.4,<1,0.2,2.6,0.2,1.3,3.6,18.5,94.4,10,24.9,2.95,12.6,2.82,0.91,3.2,0.55,3.23,0.72,2.11,0.31,2.08,0.31,0.96
73J1580,N,61.11,0.816,15.51,6.11,0.07,3.5,3.21,4.73,0.83,0.17,0.006,0.44,0.71,3.6,99.71,129,1116.6,3.3,57,0.1,2.1,0.9,<0.1,1.2,<0.1,<0.01,<0.1,1.1,124,36.7,12.8,16,34.3,177.2,0.8,1,0.8,0.8,17.9,<1,0.5,3.6,0.5,1.7,6.6,18.1,141.2,14.4,35.2,4.24,16.2,3.26,0.94,3.3,0.54,3.27,0.67,1.88,0.28,1.76,0.26,0.57
TI2173,N,59.34,0.762,14.35,8.22,0.09,4.45,2.2,5.05,0.05,0.236,0.013,0.74,<0.02,5,99.82,22,50.6,0.6,95,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,108,52.7,20.9,16,1.5,95,<0.1,1,<0.5,<0.1,15.4,<1,0.6,3.6,0.4,2.1,7.6,22.2,142,12.3,30.6,3.93,17.2,3.43,1,3.5,0.6,3.54,0.73,2.25,0.35,2.29,0.37,0.63
93D0038,N,57.88,0.778,14.59,8.14,0.09,5.45,3.39,4.25,1.12,0.2,0.016,0.34,0.08,3.9,99.83,110,10.4,0.6,79,<0.1,1.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,125,94,31.1,25,27,193.6,1.3,<1,<0.5,0.4,14,<1,0.4,2.7,0.4,1.5,5.5,15.4,114.7,9,22.3,2.85,11.8,2.67,0.84,2.83,0.48,2.6,0.55,1.62,0.24,1.59,0.25,0.5
85J0760,N,61.92,0.717,13.42,6.04,0.08,3.17,3,2.22,2.57,0.12,0.023,1.18,0.18,6.4,99.74,688,10.1,2.3,84,<0.1,2.6,20.9,0.3,0.1,<0.1,<0.01,<0.1,<0.5,141,69.8,19.6,19,70.1,341.7,1.1,<1,3.5,0.2,14.5,<1,0.7,2.7,0.3,2.5,4.6,18.1,101.4,16.4,37.9,4.59,19.4,3.88,1.19,3.86,0.61,3.38,0.65,1.93,0.3,1.98,0.3,1.78
TI2170,N,57.97,0.747,13.63,6.47,0.12,2.39,6.2,1.55,1.06,0.232,0.014,1.94,<0.02,9.5,99.86,146,55.9,0.6,81,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,112,42.6,16.3,16,28.8,109.3,0.7,2,<0.5,<0.1,15,<1,0.5,3.6,0.4,1.5,7.3,20.4,137.5,13.7,34.4,4.38,17.3,3.67,0.99,3.7,0.59,3.3,0.68,2.17,0.33,2.19,0.35,0.71
73S0471,N,58.76,0.804,14.63,6.95,0.11,3.1,5.29,3.44,0.73,0.166,0.01,0.03,<0.02,5.9,99.85,181,42.3,1,72,<0.1,0.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,141,45,21.1,17,22.5,192.3,0.5,2,<0.5,0.4,19.3,<1,0.5,4.1,0.6,2.5,8.9,27.9,158.9,18.3,44.7,5.54,23.4,5.07,1.22,5.13,0.84,4.79,0.93,2.63,0.42,2.51,0.37,0.37
92J0548,N,61,0.854,15.07,7.8,0.14,3.91,3.2,5.16,0.64,0.174,0.008,<0.02,<0.02,1.9,99.8,193,15.5,2,51,0.1,<0.5,<0.5,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,122,49.2,20.5,16,21.9,246.7,1.3,1,<0.5,0.3,15,<1,0.5,3.9,0.4,2.3,5.9,18.7,138.3,11,28.6,3.39,13.4,3.2,0.95,3.32,0.58,3.09,0.66,2.02,0.3,1.88,0.29,0.97
93D0280,N,63.85,0.803,13.86,7.16,0.07,4.06,2.16,4.24,0.98,0.182,0.005,0.03,0.18,2.4,99.79,250,72.8,4.7,67,0.1,1.1,<0.5,<0.1,0.4,<0.1,<0.01,<0.1,<0.5,170,37,23.1,21,30.5,144.6,3.1,1,1.2,2.1,15.5,<1,0.7,4.1,0.5,2.7,6.1,16.9,138.1,16.4,37.2,4.35,17.1,3.4,0.95,3.22,0.53,2.84,0.58,1.73,0.26,1.69,0.27,0.57
93D0500,N,57.97,0.849,14.52,6.59,0.12,4.32,6.11,4.01,0.39,0.175,0.074,0.66,0.04,4.6,99.79,124,51.4,1,86,<0.1,1.2,0.6,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,180,220.4,41.1,26,11.3,218.3,0.4,<1,<0.5,0.4,14.6,<1,0.4,3,0.4,1.3,5.8,17.2,106.3,13.8,32.6,4.27,18.5,3.73,1.07,3.37,0.55,2.92,0.57,1.78,0.27,1.71,0.26,0.78
83J0310,N,60.28,0.891,14.9,7.77,0.1,3.4,7.17,0.42,2.31,0.177,0.016,0.02,0.15,2.4,99.83,369,64.7,3,59,<0.1,<0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,114,52.1,22.2,15,44.9,185.7,0.8,1,<0.5,1.7,17.8,<1,0.4,4.5,0.5,1.4,7.8,15.7,152.3,12.6,30.3,3.78,16,3.4,1.04,3.17,0.51,2.72,0.55,1.48,0.22,1.38,0.21,1.01
83J0208,N,58.8,1.064,14.17,11.76,0.27,3.36,3.7,3.03,0.13,0.379,<0.002,0.1,<0.02,3.1,99.79,93,1,25.8,174,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,<8,0.9,10,24,4.7,196.9,0.2,2,<0.5,0.1,20.7,<1,0.6,8.2,1.2,2.5,17.4,50.5,298.1,32.5,79.5,10.53,45.8,8.9,2.63,8.44,1.44,8.46,1.72,5.08,0.84,5.42,0.87,0.76
83J0493,N,60.81,1.012,12.51,11.26,0.22,1.59,6.19,1.49,2.08,0.29,<0.002,0.1,0.08,2.4,99.86,487,18.1,2.4,67,<0.1,<0.5,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,20,0.8,12.6,17,57,232.6,0.7,2,<0.5,2.3,16.6,<1,0.6,4.8,0.6,2.2,8.9,31.2,175.5,16.7,37.9,4.9,20.8,4.81,1.35,5.2,0.87,5,1.09,3.18,0.5,3.3,0.51,0.85
92J0058,N,47.28,0.169,23.49,4.86,0.08,5.85,9.81,1.72,2.47,0.022,0.026,0.07,<0.02,4,99.78,559,2.7,1.8,26,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,46,113.7,24.8,10,85.9,241.6,2.4,<1,<0.5,0.1,16.6,<1,0,0.6,<0.1,0.4,0.5,2.7,23.1,2.6,5.3,0.62,2.1,0.47,0.3,0.49,0.08,0.43,0.09,0.27,0.04,0.31,0.05,0.33
