SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Affinity,Group,Total_BM
KID095,46.83,1.006,17.62,10.67,0.26,2.83,10.23,3.88,0.05,0.065,0.024,1.07,0.09,6.3,99.82,29,89.2,0.9,93,<0.1,1.3,20.4,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,298,157.1,67.8,41,1,140.5,0.2,<1,1.5,0.3,18,<1,0.1,2.1,0.1,0.4,2.8,21.3,67.1,4.6,12.9,1.8,8.8,2.5,0.9,3.5,0.6,4,0.9,2.6,0.4,2.5,0.4,0.8,THOL,Mafic ,183.1
93D0253,50.43,0.79,13.78,12.51,0.16,7.33,9.56,1.26,0.11,0.071,0.012,0.15,<0.02,3.7,99.75,19,85.8,1.7,58,<0.1,0.7,<0.5,0.2,<0.1,<0.1,<0.01,<0.1,0.5,308,50.2,49.3,48,2.9,149.4,0.2,<1,<0.5,0.1,15,<1,<0.1,1.4,0.1,<0.2,1.8,18.7,43.8,2.1,6.6,1.1,5.4,1.9,0.7,2.5,0.5,3,0.7,2,0.3,2.1,0.3,0.5,THOL,Mafic ,145.5
92J0275,51.12,0.825,14.35,12.52,0.21,7.27,10.03,2.38,0.29,0.059,0.013,0.03,0.03,0.7,99.76,50,99.3,4.5,23,<0.1,2.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,319,19.4,51.4,51,6.7,74.8,0.4,<1,0.6,<0.1,15.1,<1,<0.1,1.4,0.1,0.2,2.1,19.7,44.8,2.1,6.4,1,5.6,1.8,0.6,2.7,0.5,3.4,0.7,2.3,0.3,2.3,0.4,0.4,THOL,Mafic ,126.8
E355838,42.35,0.633,10.99,13.37,0.38,5.84,10.67,1.68,0.19,0.048,0.01,3.32,0.57,13.7,99.83,65,114,2.5,85,<0.1,3.9,9,0.3,<0.1,0.1,<0.01,<0.1,0.8,260,68.1,33.4,42,4.8,77.4,0.2,<1,<0.5,0.2,11.9,<1,<0.1,1.1,0.1,0.2,1.4,17.8,34.9,2.1,5.5,0.9,4.3,1.6,0.5,2.3,0.4,2.8,0.6,1.9,0.3,1.8,0.3,,THOL,Mafic ,201.5
92J0268,49.53,0.841,14.6,12.38,0.18,7.26,10.86,2.43,0.49,0.063,0.011,0.04,0.15,1.1,99.76,70,96.2,0.4,16,<0.1,0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,307,23.1,36.4,52,10.5,120.2,0.8,<1,2.8,0.4,15.3,<1,<0.1,1.5,0.1,0.2,1.8,21.8,47.9,2.6,7.5,1.2,5.7,2,0.6,3,0.6,3.6,0.8,2.4,0.4,2.5,0.4,0.5,THOL,Mafic ,112.6
KID056,52.4,0.997,17.28,3.22,0.14,1.2,12.35,3.46,1.2,0.092,0.022,1.67,0.11,7.5,99.88,211,104.1,0.1,55,<0.1,0.8,28.2,<0.1,<0.1,0.1,<0.01,<0.1,0.6,231,167.8,60.4,32,41,118.1,1.2,<1,<0.5,0.4,14.8,<1,<0.1,1.2,0.1,<0.2,1.8,17.8,35.8,2.4,7.2,1.1,5.9,2,0.7,2.7,0.5,2.9,0.6,1.8,0.2,1.5,0.2,0.8,THOL,Mafic ,159.2
73S0420,44.02,0.823,14.23,17.06,0.34,7.92,9.31,0.69,0.06,0.065,0.034,0.34,<0.02,5.2,99.76,12,27.7,0.3,74,<0.1,0.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,291,48.3,45.3,45,0.8,63.7,<0.1,<1,<0.5,<0.1,14.5,<1,<0.1,1.4,0.1,0.3,1.7,17.5,42.5,2.5,6.9,1.1,4.8,1.9,0.7,2.5,0.5,3.1,0.7,2.1,0.3,2.1,0.3,0.4,THOL,Mafic ,102
MON108,51.37,0.807,13.89,11.66,0.26,6.64,9,3.36,0.21,0.055,0.006,0.15,0.05,2.5,99.75,168,132.8,0.3,36,<0.1,1.8,0.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,308,39.5,46.5,46,2.5,62.1,<0.1,<1,<0.5,0.2,12.2,<1,<0.1,1.3,0.1,0.2,1.6,19.7,41.3,2.1,6.2,1,5.1,1.8,0.6,2.6,0.5,3.1,0.7,2.2,0.3,2.2,0.3,0.7,THOL,Mafic ,169.1
00-CMV-018A,38.68,0.825,14.14,10.3,0.15,5.42,9.86,2.31,0.3,0.066,0.026,4.44,0.03,17.7,99.79,39,83.5,0.4,73,<0.1,4.5,134.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,218,178.7,54.4,28,7.8,105.9,0.1,<1,1.6,0.3,14.3,<1,<0.1,1.2,0.1,<0.2,2.2,16.4,44.7,2.2,6.8,1.1,5.8,1.8,0.7,2.4,0.5,2.7,0.6,1.8,0.3,1.7,0.3,0.4,THOL,Mafic ,156.9
GOL208,51.48,0.874,14.89,11.67,0.23,7.07,7.78,2.28,0.04,0.051,0.011,0.02,<0.02,3.3,99.74,18,138.7,0.2,69,<0.1,1.3,2.4,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,350,73,55.2,53,<0.1,109.7,<0.1,<1,<0.5,<0.1,15.2,<1,<0.1,1.7,0.1,0.3,1.9,22.7,48.3,2.5,7.1,1.2,5.6,2,0.7,2.8,0.6,3.6,0.8,2.5,0.4,2.5,0.4,1.1,THOL,Mafic ,207.9
76J0466,48.17,0.749,12.64,12.57,0.15,9.72,7.48,2.8,0.54,0.05,0.085,0.09,0.15,4.7,99.71,238,70.9,1.9,47,<0.1,<0.5,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,270,70.5,53.7,45,10.9,132.3,0.3,<1,<0.5,0.2,14.6,<1,<0.1,1.2,<0.1,<0.2,1.4,16.3,41,2.1,5.2,0.8,4.6,1.6,0.7,2.3,0.5,2.8,0.6,1.8,0.3,1.8,0.3,0.9,THOL,Mafic ,119.8
GOL191,48.06,0.779,13.14,11.82,0.17,6.15,7,3.12,0.53,0.036,0.005,1.39,<0.02,8.9,99.76,41,130,0.3,67,<0.1,0.9,9.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,297,41.4,41.8,44,19.8,57.4,1.5,<1,<0.5,<0.1,14.6,<1,<0.1,1.3,0.1,<0.2,1.8,19.1,42.8,2.2,6.9,1,5.2,1.7,0.6,2.6,0.5,3.2,0.7,2.2,0.3,2.2,0.4,0.9,THOL,Mafic ,197.3
TRIP4,55.25,0.831,14,8.18,0.16,3.69,6.59,4.13,0.14,0.067,0.012,1.33,0.04,6.8,99.82,85,132.9,1.9,96,<0.1,1.8,1.9,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,312,61.4,43.1,50,4.2,84.5,0.1,<1,0.6,0.3,13,<1,<0.1,1.5,0.1,<0.2,1.5,19.2,43.6,1.7,5.7,0.9,5.3,1.8,0.6,2.4,0.5,3.1,0.7,2.1,0.3,2.1,0.3,0.8,THOL,Mafic ,230.8
73S1060,49.58,0.82,13.8,12.23,0.2,7.07,9.75,2.38,0.03,0.066,0.012,0.04,0.06,3.8,99.77,32,81,0.5,72,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,277,31.5,43.5,43,1,54.9,0.2,<1,<0.5,0.2,13.8,<1,<0.1,1.6,0.1,0.3,1.9,17,49.8,2.8,7.6,1.2,6.2,2,0.7,2.5,0.5,3.1,0.7,2,0.3,2,0.3,0.9,THOL,Mafic ,153.5
GOL204,48.55,0.796,13.39,11.37,0.33,6.57,10.97,2.01,0.03,0.059,0.015,0.78,0.03,5.6,99.76,9,117.3,0.5,62,<0.1,1.7,1,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,319,61,50.5,46,<0.1,92.7,<0.1,<1,<0.5,0.1,15.3,<1,<0.1,1.3,<0.1,0.2,1.9,19.8,43.8,2.6,6.9,1.1,5.3,1.8,0.7,2.7,0.5,3.1,0.7,2.2,0.3,2.1,0.3,1.3,THOL,Mafic ,179.8
GOL121,42.99,0.729,12.26,10.29,0.35,4.38,10.37,1.28,1.09,0.051,0.009,4.1,0.07,16,99.82,131,117.8,1.7,155,<0.1,4.8,57.1,<0.1,<0.1,0.4,0.02,<0.1,<0.5,271,108.9,51,45,23.8,97.4,0.6,<1,0.7,0.2,12.8,<1,<0.1,1.2,<0.1,<0.2,1.6,16.4,41.6,1.7,5.4,0.8,4.8,1.5,0.6,2.2,0.4,2.7,0.6,1.9,0.3,1.9,0.3,1.1,THOL,Mafic ,274.5
83J0292,48.84,0.89,14.9,13.1,0.19,7.62,10.61,1.71,0.42,0.078,0.037,0.06,0.04,1.3,99.73,60,137.8,1,18,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,320,27.3,56,43,10.4,200.6,0.5,<1,<0.5,<0.1,17.5,<1,<0.1,1.6,0.1,0.2,2.4,19.6,53.7,2.5,7.9,1.2,6.8,2.1,0.8,2.9,0.6,3.4,0.8,2.3,0.4,2.3,0.4,0.9,THOL,Mafic ,156.8
MON133,51.45,0.838,13.96,11.67,0.19,6.39,7.64,3.78,0.09,0.061,0.008,0.41,0.14,3.7,99.76,40,126.3,0.7,60,<0.1,1.9,1.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,302,45.5,45.1,47,0.5,70.8,<0.1,<1,<0.5,0.1,12.6,<1,<0.1,1.4,<0.1,0.3,1.6,20,45.9,2.3,7.1,1,5.8,1.7,0.6,2.6,0.5,3.2,0.7,2.2,0.3,2.4,0.4,0.4,THOL,Mafic ,187
85J0423,47.2,0.909,15.02,14.59,0.18,7.64,9.17,1.5,0.2,0.074,0.02,<0.02,0.04,3.2,99.75,44,106.5,0.5,77,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,247,137.3,58,29,7.6,140,0.7,<1,<0.5,<0.1,14.8,<1,0.1,1.6,0.1,0.3,2.5,18.6,51.9,3.7,9.7,1.5,7.2,2.2,0.8,2.7,0.5,3.1,0.7,2,0.3,2.1,0.3,1.3,THOL,Mafic ,184
KID090,44.75,1.138,18.79,10.82,0.18,4.55,10.5,1.82,0.75,0.025,0.025,1.01,1.18,6.4,99.83,87,195.2,1.4,138,<0.1,1.3,2.9,<0.1,0.2,0.2,<0.01,<0.1,1.7,236,205.9,71.5,40,18.8,122.9,0.7,1,<0.5,0.1,20.6,<1,0.2,1.7,0.2,0.2,2.9,8.1,44.4,1.1,3.1,0.5,2.8,1,0.6,1.3,0.3,1.7,0.4,1.2,0.2,1.3,0.2,0.9,THOL,Mafic ,334.6
TI1375,50.01,0.745,12.3,9.33,0.14,6.92,8.87,3.96,0.33,0.057,0.009,1.12,<0.02,7.1,99.79,115,137.3,0.3,33,<0.1,1.1,2.2,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,239,36.5,33.3,42,4.5,94.4,<0.1,<1,<0.5,0.1,11.8,<1,<0.1,1.4,<0.1,<0.2,1.5,18.5,44.5,2,6.1,0.9,4.4,1.6,0.5,2.6,0.5,3.1,0.7,2.2,0.4,2.2,0.3,0.7,THOL,Mafic ,170.6
E376301,45.59,0.965,15.91,14.32,0.19,8.01,3.32,4.15,0.18,0.067,0.025,0.69,0.03,7,99.74,208,297.9,14.7,111,0.2,3.9,93,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,349,78.2,63.5,58,3.9,75.7,0.7,<1,9.8,0.2,14.9,<1,<0.1,1.6,0.2,0.3,2.2,20.5,55,2.3,6.7,1.1,5.3,1.8,0.6,2.8,0.6,3.6,0.8,2.5,0.4,2.5,0.4,,THOL,Mafic ,423.6
TB09022,48.87,0.764,12.57,10.4,0.18,4.89,9.26,3,0.02,0.067,0.006,1.95,0.04,9.8,99.82,4,125.6,1.1,77,0.1,1.7,3.7,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,267,48,41.8,44,0.3,54.9,<0.1,<1,0.7,0.1,12.7,<1,<0.1,1.3,0.1,0.2,1.6,18.3,42.1,2.2,6.1,1,5.2,1.8,0.6,2.5,0.5,3,0.7,2,0.3,2.1,0.3,1.3,THOL,Mafic ,203.7
92J0419,50.77,0.909,14.89,11.57,0.17,7.34,8.32,2.26,0.06,0.082,0.024,0.12,0.05,3.4,99.77,30,77.4,0.4,54,<0.1,0.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,264,75.7,45.6,37,0.9,137.4,0.2,<1,<0.5,0.1,16.5,<1,<0.1,1.7,0.2,0.4,2.3,19.4,56.4,3,8.5,1.4,6.6,2.1,0.8,2.8,0.6,3.5,0.8,2.3,0.4,2.2,0.4,0.4,THOL,Mafic ,131.8
73J1131,54.56,0.906,14.77,9.39,0.16,4.93,5.59,3.17,0.26,0.061,0.043,0.63,<0.02,6,99.81,63,85.9,1.5,62,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,244,119.1,45.5,34,5.9,71.1,0.1,2,<0.5,<0.1,14.8,<1,<0.1,1.5,0.2,0.3,2.2,15,44.6,2.7,7.2,1.1,6.2,1.7,0.7,2.2,0.4,2.7,0.6,1.7,0.3,1.6,0.3,0.6,THOL,Mafic ,149.4
92J0190,53.3,0.782,12.72,11.24,0.2,5.99,14.04,0.35,0.06,0.066,0.011,0.04,<0.02,1,99.8,11,22.2,1.3,9,<0.1,<0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,298,8.8,42.3,47,1.9,29.8,0.2,<1,<0.5,0.1,15.6,<1,<0.1,1.3,<0.1,0.2,1.7,19.2,41.9,2.5,6.7,1.1,5.5,1.9,0.6,2.5,0.5,3,0.7,2.1,0.3,2.1,0.3,0.5,THOL,Mafic ,32.5
E631796,46.94,0.785,12.73,11.61,0.27,3.79,10.26,0.36,1.65,0.049,0.017,2.29,0.44,11.3,99.74,745,97,11,102,0.5,<0.5,15,0.3,<0.1,<0.1,<0.01,<0.1,<0.5,293,93.3,49.1,40,43,167,0.8,<1,<0.5,0.4,13.9,<1,0.1,1.5,0.1,0.2,1.5,20.5,47.8,2.5,7,1.09,5.5,1.76,0.59,2.59,0.51,3.09,0.77,2.38,0.38,2.41,0.38,,THOL,Mafic ,209.9
92J0605,51.56,0.854,13.8,12.67,0.22,7.01,8.96,3.03,0.62,0.061,0.011,0.04,0.03,0.9,99.74,119,86.9,3.7,16,0.3,1.4,<0.5,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,323,11.5,45.9,49,22.9,177.5,1,<1,<0.5,0.2,14.8,<1,<0.1,1.4,<0.1,0.2,1.8,22,46.9,2.4,6.8,1.1,6.3,2,0.7,2.7,0.6,3.4,0.8,2.5,0.4,2.6,0.4,0.8,THOL,Mafic ,106.6
83J0435,49.6,0.83,13.35,15.34,0.22,6.91,8.9,3.08,0.57,0.045,0.01,0.04,0.11,0.9,99.73,68,110.7,1.1,28,<0.1,1.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.7,314,22.6,56.4,47,12.1,137.2,0.2,<1,<0.5,0.1,15.9,<1,0.1,1.4,0.2,0.4,2.4,22,55.9,4.1,10.8,1.6,8.4,2.2,0.8,3,0.6,3.8,0.8,2.5,0.4,2.5,0.4,0.9,THOL,Mafic ,139.8
92J0782,50.3,0.856,13.75,12.23,0.2,6.56,7.56,1.98,0.03,0.066,0.013,0.81,0.04,6.2,99.76,13,99.4,1,98,<0.1,4,1.4,0.1,<0.1,<0.1,<0.01,<0.1,0.5,315,59,44.8,48,0.5,125.8,0.1,<1,<0.5,0.1,13.1,<1,<0.1,1.5,0.1,0.2,1.8,19.3,44.7,2.3,6.6,1.1,5.8,1.9,0.7,2.4,0.5,3.3,0.7,2.1,0.3,2.2,0.3,0.8,THOL,Mafic ,198.4
TI1348,42.26,1.251,19.86,12.34,0.1,7.76,10.02,2,0.05,0.021,0.012,0.06,0.04,4.1,99.8,17,24.9,0.2,23,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,403,35.8,46.4,35,0.8,156.7,0.2,<1,<0.5,<0.1,16.5,<1,<0.1,0.4,<0.1,<0.2,1.1,9.2,12.1,1.2,3.1,0.4,2.4,0.8,0.6,1.1,0.2,1.6,0.4,1.1,0.2,1.1,0.2,1.5,THOL,Mafic ,48.1
MON124,53.33,0.905,14.36,9.86,0.21,5.69,8.25,3.16,0.04,0.059,0.012,0.41,0.1,3.9,99.79,37,117.9,0.4,51,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,302,59.8,44.9,44,<0.1,108.2,<0.1,<1,<0.5,0.2,16.3,<1,<0.1,1.7,0.1,0.3,1.8,17.4,48.3,2.4,7.3,1.1,5.8,1.9,0.7,2.6,0.5,3,0.6,1.9,0.3,2,0.3,0.6,THOL,Mafic ,169.3
92J0677,53.14,0.917,14.53,11.1,0.26,3.88,11.67,0.65,0.91,0.073,0.015,0.32,<0.02,2.7,99.82,89,42.8,2.6,44,0.2,1.1,<0.5,0.3,<0.1,<0.1,<0.01,<0.1,0.7,343,33.3,37.9,47,25.7,102.1,0.6,1,0.7,<0.1,14.7,<1,<0.1,1.6,0.2,0.2,2,22.6,53,2.6,7.2,1.2,6.8,2.2,0.8,2.9,0.6,3.7,0.8,2.4,0.4,2.4,0.4,0.5,THOL,Mafic ,89.4
MON109,49.94,1.052,16.66,8.8,0.19,6.29,8.27,3.83,0.42,0.061,0.02,0.34,<0.02,4.2,99.75,193,111.1,0.5,69,<0.1,<0.5,1.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,382,72,55.7,57,10.7,111.9,0.2,<1,<0.5,<0.1,16.9,<1,<0.1,1.9,<0.1,<0.2,2.1,20.7,54.3,2.8,8.3,1.3,6.3,2.1,0.9,3.1,0.6,3.6,0.8,2.4,0.4,2.2,0.3,0.6,THOL,Mafic ,180.6
TB09027,43.7,1.05,16.48,12.8,0.17,8.82,11.37,1.75,0.03,0.073,0.048,0.03,<0.02,3.4,99.72,6,90.1,0.2,44,<0.1,0.8,16.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,302,93.9,56.9,41,0.2,172,<0.1,<1,<0.5,0.1,18.7,<1,<0.1,1.5,0.2,0.2,2.9,17.4,52.5,3,8.9,1.4,7,2.2,0.8,2.9,0.5,3.2,0.7,2,0.3,1.8,0.3,1.7,THOL,Mafic ,134.3
73S1110,54.91,0.779,12.19,10.86,0.21,5.4,9.04,2.73,0.27,0.053,0.061,0.32,0.05,3.3,99.79,103,103.2,0.5,70,<0.1,<0.5,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,260,103.3,39.4,38,5.3,57.9,0.2,<1,<0.5,0.2,11.5,<1,<0.1,1.6,0.1,0.3,2.3,17.3,50.1,2.9,7.7,1.1,5.7,1.9,0.6,2.4,0.5,3,0.7,2.1,0.3,2.1,0.3,0.7,THOL,Mafic ,173.7
73J1132,46.77,0.955,14.91,13.12,0.19,7.95,10.06,1.98,0.05,0.069,0.044,0.04,0.09,3.6,99.74,25,102.4,0.6,71,<0.1,<0.5,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,282,92.5,50.2,42,0.7,131.3,0.1,<1,<0.5,0.1,16.8,<1,<0.1,1.7,0.2,0.2,2.4,20.7,52.5,3.3,8.9,1.4,7,2.2,0.8,2.9,0.6,3.4,0.7,2.3,0.3,2.2,0.3,0.8,THOL,Mafic ,174
76J0160,47.41,0.94,14.57,15.65,0.2,8.11,5.41,3.8,0.7,0.069,0.024,0.05,0.3,2.8,99.7,95,94,0.7,68,<0.1,0.7,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,0.7,338,53.2,60.4,45,12,126.4,0.4,9,<0.5,2.7,16.8,<1,<0.1,1.6,<0.1,<0.2,1.6,20.5,52.3,2.3,6.5,1,5.7,2.1,0.6,2.8,0.6,3.4,0.8,2.3,0.4,2.2,0.3,0.6,THOL,Mafic ,162.7
73J1572,47.3,0.98,15.13,14.35,0.18,6.14,11.01,2.08,0.26,0.086,0.029,0.09,0.12,2.2,99.76,43,130.8,0.6,39,<0.1,1.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,292,49.3,51.3,46,5,124.4,0.1,<1,<0.5,0.2,16.5,<1,<0.1,1.7,0.2,0.3,2.4,20.3,53.9,3,8.6,1.2,6.2,2,0.8,2.9,0.6,3.6,0.8,2.5,0.4,2.4,0.4,0.7,THOL,Mafic ,170.4
KL1677 127FT,48.6,0.935,14.4,12.5,0.19,8.23,8.59,2.94,0.25,0.041,0.041,0.03,<0.02,3,99.73,46,132.4,0.5,48,<0.1,2.9,0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,327,59.1,47.3,43,6,132.9,0.1,<1,<0.5,<0.1,14.7,<1,<0.1,0.8,<0.1,<0.2,1.5,14.6,33.8,1.9,5.3,0.8,5.3,1.5,0.6,2.2,0.4,2.7,0.6,1.6,0.3,1.6,0.3,0.6,THOL,Mafic ,180.9
73J1382,47.68,0.967,14.88,12.92,0.19,7.4,10.53,1.98,0.13,0.095,0.027,0.09,<0.02,2.9,99.76,31,96.9,1.6,57,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,284,81.2,50.2,40,3.3,103.7,<0.1,<1,<0.5,0.2,15.4,<1,<0.1,1.4,0.1,0.3,2.6,20.8,52.1,3.1,8.5,1.3,6.6,2.1,0.8,2.9,0.6,3.5,0.8,2.2,0.4,2.3,0.4,0.8,THOL,Mafic ,155.5
73S1142,48.15,0.978,15.02,12.84,0.19,6.85,9.22,2.46,0.43,0.073,0.048,0.06,<0.02,3.5,99.75,72,73.7,0.3,80,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,292,48.3,45.6,42,12.4,178.8,0.5,<1,<0.5,0.2,16.9,<1,<0.1,1.7,0.2,0.3,2.6,19.5,56.9,3.2,9,1.3,6.5,2.3,0.8,2.9,0.6,3.5,0.7,2.3,0.3,2.2,0.3,0.9,THOL,Mafic ,154
TI3570_2,45.96,0.906,13.9,11.6,0.27,5.27,8.88,3.18,<0.01,0.071,0.013,1.85,0.17,9.8,99.83,6,105,0.8,84,<0.1,0.5,7.8,<0.1,<0.1,0.2,0.03,<0.1,0.5,322,79.7,43.9,48,<0.1,68.4,<0.1,<1,<0.5,<0.1,15.7,<1,<0.1,1.5,0.1,0.3,1.9,21.4,46.2,2.7,7.3,1.2,6.5,2.1,0.7,2.9,0.6,3.6,0.8,2.4,0.4,2.5,0.4,0.7,THOL,Mafic ,189.8
LKS035,47.05,0.867,13.29,9.79,0.2,5.85,9.53,3.07,0.02,0.054,0.012,1.88,<0.02,10,99.8,7,91,0.6,81,<0.1,1,18,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,304,72.2,45.9,45,<0.1,56.1,<0.1,<1,0.9,0.1,14.2,<1,<0.1,1.6,0.1,<0.2,1.8,19.6,48,2.6,8.1,1.1,6.1,1.9,0.7,2.8,0.5,3.3,0.7,2,0.3,2.2,0.3,0.9,THOL,Mafic ,172.6
73S1116,49.99,0.948,14.53,14.22,0.2,6.59,6.36,3.1,0.05,0.077,0.02,0.03,<0.02,3.7,99.76,18,125.5,0.4,75,<0.1,3.4,<0.5,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,314,39.8,46.8,46,1.4,38.3,0.4,<1,<0.5,0.2,12.5,<1,<0.1,1.6,0.2,0.3,2.4,20.7,57.2,3.4,9.9,1.4,7.3,2.3,0.7,3.1,0.6,3.5,0.8,2.5,0.4,2.6,0.4,0.9,THOL,Mafic ,200.9
76J0234,52.73,0.857,13.13,9.84,0.19,6.4,11.05,2.28,0.73,0.109,0.033,0.35,<0.02,2.4,99.78,126,8.8,0.7,21,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,242,17.7,31,37,23.8,154.1,0.5,<1,<0.5,0.2,15.3,<1,<0.1,2,0.3,0.5,3.6,25.3,72.5,4.5,11.6,1.7,8.2,2.7,0.9,3.4,0.7,4.1,0.9,2.7,0.4,2.6,0.4,0.7,THOL,Mafic ,30.5
73J1161,47.93,0.963,14.73,11.3,0.18,7.71,9.96,2.56,0.41,0.071,0.045,0.19,0.02,3.8,99.72,108,92.3,1.3,58,<0.1,1.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,268,114.7,44.4,40,10.6,215.9,0.2,<1,<0.5,<0.1,14.5,<1,<0.1,1.6,0.1,0.2,2.3,20.1,52.9,3.2,8.1,1.3,6.3,2.2,0.7,3,0.6,3.5,0.8,2.3,0.4,2.2,0.4,0.5,THOL,Mafic ,151.6
73J0982,49.4,0.918,14.04,13.19,0.2,6.5,10.82,1.55,0.03,0.065,0.019,0.04,0.09,3,99.77,15,125.6,1.6,58,<0.1,<0.5,1.7,<0.1,<0.1,<0.1,<0.01,<0.1,0.8,298,63.2,46.5,45,1.3,92,<0.1,<1,<0.5,0.2,17.4,<1,<0.1,1.8,0.2,0.3,2.2,21.8,54.3,3.1,8.4,1.3,6.4,2.2,0.8,3,0.6,3.7,0.8,2.5,0.4,2.4,0.4,0.7,THOL,Mafic ,185.2
LKS040,52.65,0.919,14.01,9.65,0.25,2.77,9.05,3.52,0.27,0.065,0.013,1.33,0.14,6.7,99.84,72,107.2,0.2,72,0.2,<0.5,1.2,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,310,86.1,51.6,43,8.5,109.4,0.2,<1,0.6,0.1,16.2,<1,0.1,1.7,<0.1,0.4,2.2,19,54.4,2.6,7.9,1.2,6.3,2,0.7,2.7,0.5,3.3,0.7,2.1,0.3,2.1,0.3,1.2,THOL,Mafic ,179.4
GOL166,49.67,1.017,15.47,8.84,0.16,5.27,5.16,2.62,1.56,0.072,0.015,2.03,0.09,9.8,99.7,642,89.8,0.6,86,<0.1,1.1,61.7,0.1,<0.1,<0.1,<0.01,<0.1,0.5,385,72.1,45.7,52,40.7,65.1,1,<1,3.4,0.1,17.6,<1,<0.1,1.7,0.2,0.3,2.1,24.1,55.9,3.2,9,1.4,7.1,2.3,0.8,3.2,0.6,3.9,0.9,2.8,0.4,2.8,0.4,1.1,THOL,Mafic ,176.4
76J0318,42.39,0.963,14.62,20.36,0.15,10.75,1.61,1.14,0.17,0.074,0.018,0.32,0.04,7.4,99.69,42,66.9,1.5,131,<0.1,1,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,335,81.2,65.4,47,2.8,28.9,0.8,<1,1.8,0.4,18.7,<1,<0.1,1.6,<0.1,0.3,1.8,20.4,48.8,2.7,7.6,1.2,5.9,2,0.7,2.8,0.6,3.3,0.7,2.3,0.4,2.2,0.3,0.7,THOL,Mafic ,199.4
E376535,51.49,0.728,11.04,10.74,0.15,10.02,9.1,3.9,0.06,0.049,0.057,0.13,0.01,2.4,99.78,41,70,2.9,45,<0.1,<0.5,<0.5,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,254,56.2,48,38,0.6,62.6,<0.1,<1,0.8,0.1,12.3,<1,<0.1,1,0.1,<0.2,1.5,13.4,35.9,1.4,4.5,0.7,4.3,1.5,0.5,2.2,0.4,2.4,0.5,1.6,0.2,1.4,0.2,,THOL,Mafic ,117.9
