SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Al2O3/TiO2,Zr/Al2O3,Zr/TiO2,Zr/Y,Zr/Nb,Nb/Y,Th/Yb,(La/Yb)n,(Th/Nb)n,,Affinity,Chemical group,Ishikawa Index,Chlorite Index ,Na2O+CaO,K2O/(K2O+Na2O+CaO),Na2O/(Na2O+K2O),ACN Index,S+C,S/(S+C) (x100),Total BM,Jensen group ,Cat% Al,Cat% Fe+Ti,Cat% Mg,FeO,Cat Al,Cat Fe,Cat Ti,Cat Mg
KL1798 20FT,66.89,0.228,15.18,2.03,0.04,1.27,2.06,5.43,2.89,0.132,0.008,0.66,<0.02,3.5,99.64,1911,4.3,6.0,33,<0.1,0.6,0.8,0.4,<0.1,<0.1,<0.01,<0.1,<0.5,<8,<20,15.3,5.2,4,71.2,663.9,1.7,<1,<0.5,0.1,18.0,2,2.9,3.6,0.3,5.7,6.8,9.1,119.6,25.6,56.1,6.2,24.6,4.4,1.1,3.0,0.4,1.8,0.3,0.7,0.1,0.7,0.1,0.5,66.6,7.9,525,13.1,17.6,0.7,8.1,26.2,7.0,,ALK,Rhyodacite ,35.7,29.2,7.5,27.8,65.3,2.0,0.7,1.5,43.3,,,,,,,,,
KL0755 10FT,66.14,0.228,15.16,2.14,0.04,1.29,2.23,5.67,2.79,0.133,0.009,0.82,0.06,3.7,99.50,3649,1.4,5.7,14,<0.1,<0.5,1.3,0.3,<0.1,<0.1,<0.01,<0.1,<0.5,26,24,6.2,3.9,4,74.9,701.8,2.6,1,0.5,0.1,18.1,3,3.2,3.5,0.3,4.7,6.0,9.1,113.5,23.3,48.0,5.9,24.2,4.1,1.1,2.7,0.4,1.7,0.3,0.8,0.1,0.8,0.1,0.6,66.5,7.5,498,12.5,18.9,0.7,6.0,21.4,6.6,,ALK,Rhyodacite ,34.1,28.6,7.9,26.1,67.0,1.9,0.9,6.8,21.1,,,,,,,,,
03-PJM-022,71.45,0.233,15.44,1.72,0.06,0.70,1.28,2.93,3.24,0.082,0.003,0.25,<0.02,2.7,99.88,590,2.9,2.8,16,<0.1,467,16.8,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,20,24,16.1,4.3,3,80.6,46.1,0.5,<1,5.8,<0.1,19.9,<1,0.5,2.8,0.1,2.1,1.6,4.2,98.4,10.1,19.1,2.3,9.1,1.4,0.4,1.2,0.1,0.7,0.1,0.3,0.1,0.3,0.0,0.6,66.3,6.4,422,23.4,61.5,0.4,7.2,25.0,11.0,,ALK,Rhyodacite ,48.3,34.7,4.2,43.5,47.5,3.7,0.3,3.8,21.7,,,,,,,,,
93D0096,79.03,0.173,11.39,1.07,0.01,0.54,0.19,5.17,1.50,0.051,0.007,0.03,<0.02,0.9,99.98,161,4.0,3.5,14,<0.1,<0.5,0.8,<0.1,0.2,<0.1,<0.01,<0.1,<0.5,26,<20,10.2,3.4,3,37.2,45.5,0.5,1,<0.5,0.2,9.1,<1,1.5,2.0,0.3,3.6,3.1,6.5,78.2,2.2,5.7,0.8,3.8,1.3,0.4,1.3,0.2,1.1,0.2,0.6,0.1,0.6,0.1,0.7,65.8,6.9,452,12.0,25.2,0.5,6.3,2.8,9.7,,ALK,Rhyodacite ,27.6,21.7,5.4,21.9,77.5,2.1,0.1,40.0,21.5,,,,,,,,,
MB-08-87 273.2M,64.98,0.219,14.39,2.22,0.03,1.74,2.90,7.75,1.08,0.175,0.005,1.07,1.02,4.3,99.83,546,5,10,7,0.1,59.6,2,0.1,0.7,<0.1,<0.01,<0.1,<0.5,13,23,19.3,7.3,3,13,390,0.2,<1,9.3,1.6,17.7,<1,1.0,2.4,<0.1,1.6,2.2,3.9,76.4,10.3,25.1,3.23,12.9,2.39,0.67,1.63,0.19,0.90,0.13,0.30,0.04,0.27,0.04,,65.7,5.3,349,19.6,34.7,0.6,5.9,27.4,6.1,,ALK,Rhyodacite ,20.9,21.1,10.7,9.2,87.8,1.4,2.1,48.8,21.6,,,,,,,,,
85J0719,71.80,0.240,15.74,1.36,0.02,0.86,1.96,5.06,1.50,0.055,<0.002,0.05,<0.02,1.2,99.85,270,6.6,3.2,37,<0.1,<0.5,1.4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,26,<20,6.1,3.8,3,45.7,450.5,0.7,<1,<0.5,0.3,16.9,<1,0.3,2.5,0.2,1.1,1.9,2.7,89.4,7.7,16.4,1.7,6.5,1.1,0.4,0.9,0.1,0.5,0.1,0.2,0.0,0.2,0.0,1.5,65.6,5.7,373,33.1,47.1,0.7,5.2,26.3,4.9,,ALK,Rhyodacite ,25.2,22.7,7.0,17.6,77.1,2.2,0.1,28.6,46.8,,,,,,,,,
85J0220,68.81,0.244,15.59,3.16,0.04,1.09,4.03,2.44,2.50,0.069,0.003,0.05,0.06,1.9,99.87,436,9.6,8.5,42,<0.1,0.9,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,27,<20,6.4,5.6,4,83.4,214.8,2.2,<1,<0.5,0.6,19.0,<1,0.2,2.7,0.1,0.6,1.8,2.6,93.7,5.5,11.8,1.3,4.9,0.9,0.4,0.7,0.1,0.4,0.1,0.3,0.0,0.3,0.0,0.5,63.9,6.0,384,36.0,52.1,0.7,2.4,15.8,2.8,,ALK,Rhyodacite ,35.7,37.5,6.5,27.9,49.4,2.4,0.1,54.5,60.1,,,,,,,,,
03-PJM-142a,68.27,0.240,15.09,2.09,0.01,1.12,2.03,5.16,2.07,0.079,0.004,0.80,0.06,3.6,99.81,466,304.3,0.6,8,0.2,9.8,9.8,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,35,<20,7.0,9.4,4,54.0,335.3,0.8,2,5.5,7.5,22.4,1,0.7,3.0,0.2,1.5,2.6,8.1,96.8,10.0,21.9,2.8,11.2,2.4,0.7,2.1,0.3,1.5,0.3,0.8,0.1,0.8,0.1,0.8,62.9,6.4,403,12.0,37.2,0.3,1.9,8.9,4.8,,ALK,Rhyodacite ,30.7,29.1,7.2,22.4,71.4,2.1,0.9,7.0,312.9,,,,,,,,,
76J0185,69.50,0.280,17.22,1.64,0.06,0.63,2.66,5.68,1.11,0.084,0.002,0.04,<0.02,1.0,99.86,385,2.3,1.1,41,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,16,<20,1.2,1.7,3,30.4,425.5,0.9,<1,0.5,0.5,18.4,1,0.5,3.5,0.2,1.4,3.1,4.7,125.9,7.3,18.6,2.2,8.4,1.6,0.6,1.2,0.2,1.0,0.2,0.4,0.1,0.4,0.1,0.9,61.5,7.3,450,26.8,40.6,0.7,3.7,13.8,3.8,,ALK,Rhyodacite ,17.3,20.0,8.3,11.7,83.7,2.1,0.1,33.3,44.4,,,,,,,,,
03-PJM-045,66.44,0.261,15.95,1.91,0.05,1.42,1.48,8.51,0.08,0.069,0.004,0.29,0.13,3.8,99.92,48,7.9,1.6,73,<0.1,5.2,2.3,<0.1,0.1,<0.1,0.03,<0.1,<0.5,28,<20,5.0,7.3,3,0.8,77.7,<0.1,<1,1.1,1.0,16.4,<1,0.4,1.9,0.2,1.0,1.8,3.3,67.9,5.4,11.8,1.5,6.1,1.2,0.3,1.0,0.1,0.6,0.1,0.3,0.0,0.3,0.0,1.2,61.1,4.3,260,20.6,37.7,0.5,3.3,12.9,4.7,,ALK,Dacite,13.1,23.2,10.0,0.8,99.1,1.6,0.4,31.0,82.5,,,,,,,,,
E631475,69.25,0.252,14.68,2.75,0.07,0.67,1.94,4.93,1.79,0.091,<0.002,0.66,1.37,3.5,99.92,234,4,6,26,1.9,13305,127,0.1,0.2,<0.1,<0.01,0.1,<0.5,48,<20,4.7,8.4,3,36,161,0.4,1,5.7,0.2,20.6,1,0.5,2.9,0.3,1.8,2.8,5.4,91.5,7.7,18.6,2.50,11.5,2.14,0.51,1.53,0.22,0.99,0.18,0.48,0.08,0.50,0.08,,58.3,6.2,363,16.9,32.7,0.5,3.6,11.0,5.4,,ALK,Dacite,26.4,22.1,6.9,20.7,73.4,2.1,2.0,67.5,36.1,,,,,,,,,
GOL144,68.30,0.288,16.40,1.59,0.06,0.68,1.89,4.66,2.43,0.117,0.002,0.67,0.38,3.5,99.95,207,2.6,3.5,16,0.5,116.6,33.6,0.1,0.4,<0.1,<0.01,<0.1,<0.5,35,<20,11.2,3.9,4,54.5,175.8,0.6,<1,3.7,<0.1,19.1,<1,0.7,2.8,0.2,2.0,2.9,5.2,102.1,11.4,24.4,2.9,11.9,2.1,0.5,1.4,0.2,0.9,0.2,0.5,0.1,0.5,0.1,1.0,56.9,6.2,355,19.6,35.2,0.6,3.8,15.4,5.8,,ALK,Dacite,32.2,21.4,6.6,27.1,65.7,2.5,1.1,36.2,22.1,,,,,,,,,
85J0361,67.06,0.269,15.10,2.56,0.05,1.69,1.66,5.88,3.40,0.166,0.010,0.23,0.02,1.6,99.49,2814,5.6,15.4,75,<0.1,<0.5,<0.5,<0.1,0.4,<0.1,<0.01,0.4,<0.5,43,25,21.0,7.1,4,74.4,1061.5,5.3,1,<0.5,<0.1,21.1,3,3.2,3.9,0.4,9.0,4.9,7.5,113.0,34.7,70.1,8.3,31.4,5.0,1.2,3.4,0.4,1.4,0.2,0.6,0.1,0.6,0.1,1.3,56.1,7.5,420,15.1,23.1,0.7,15.3,42.2,15.4,,ALK,Dacite,40.3,34.5,7.5,31.1,63.4,2.0,0.3,8.0,96.0,,,,,,,,,
GOL146,66.40,0.287,16.11,1.71,0.12,0.93,2.66,4.33,2.57,0.104,<0.002,0.94,0.23,4.7,99.94,275,0.6,1.2,21,<0.1,8.7,22.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,36,<20,6.6,2.2,4,50.8,169.1,0.5,<1,2.4,<0.1,18.4,<1,0.7,2.6,0.2,1.9,2.8,6.0,101.5,10.8,23.9,2.7,11.1,1.9,0.6,1.5,0.2,1.1,0.2,0.5,0.1,0.5,0.1,0.9,56.1,6.3,354,16.9,36.3,0.5,3.6,14.6,5.7,,ALK,Dacite,33.4,24.5,7.0,26.9,62.8,2.3,1.2,19.7,22.8,,,,,,,,,
E631692,69.31,0.252,14.07,2.08,0.12,0.80,2.55,5.46,1.49,0.079,<0.002,0.86,0.72,3.7,99.91,265,23,16,17,2.7,12225,90,0.1,0.2,<0.1,<0.01,<0.1,<0.5,50,<20,4.5,3.4,3,33,168,0.4,<1,10.3,0.1,22.9,1,0.6,2.7,0.1,2.0,2.7,4.9,98.5,11.3,24.1,2.82,11.3,1.86,0.52,1.18,0.19,0.89,0.16,0.39,0.08,0.48,0.08,,55.8,7.0,391,20.1,36.5,0.6,4.2,16.9,6.2,,ALK,Dacite,22.2,20.3,8.0,15.7,78.6,1.8,1.6,45.6,55.7,,,,,,,,,
E631586,56.73,0.358,19.71,4.55,0.13,1.33,3.64,1.80,4.92,0.292,0.002,1.11,2.56,6.4,99.83,671,6,27,25,1.1,1964,178,0.3,1.7,0.1,0.01,<0.1,0.7,71,<20,9.5,8.9,5,100,147,1.4,3,9.7,0.3,34.6,2,1.0,3.9,0.2,2.5,4.2,8.0,129.2,14.1,31.6,3.75,14.7,2.84,0.92,2.21,0.31,1.60,0.27,0.70,0.12,0.66,0.11,,55.1,6.6,361,16.2,30.8,0.5,3.8,15.3,5.0,,ALK,Dacite,53.5,36.9,5.4,47.5,26.8,3.6,3.7,69.8,57.6,,,,,,,,,
03-PJM-152a,64.12,0.296,16.23,2.62,0.06,1.47,4.34,3.44,2.14,0.108,0.007,0.92,0.16,5.0,99.86,384,2.5,3.5,54,<0.1,3.5,13.3,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,37,40,27.9,7.6,4,53.4,230.3,1.6,<1,0.6,0.3,19.2,<1,0.7,2.7,0.2,1.8,2.7,4.4,95.4,10.3,21.7,2.5,10.0,1.7,0.5,1.2,0.2,0.8,0.2,0.4,0.1,0.4,0.1,1.0,54.8,5.9,322,21.7,35.3,0.6,4.5,18.5,5.6,,ALK,Dacite,31.7,32.2,7.8,21.6,61.6,2.1,1.1,14.8,60.0,,,,,,,,,
GOL186,64.78,0.305,15.98,2.34,<0.01,1.47,2.99,5.64,1.67,0.115,0.003,0.87,0.08,4.5,99.85,303,23.2,1.2,14,<0.1,2.9,1.4,<0.1,<0.1,<0.1,0.02,<0.1,<0.5,55,<20,16.5,6.7,4,48.5,290.4,0.2,<1,3.6,0.6,19.5,<1,1.0,2.6,0.2,2.8,2.6,5.7,88.4,11.4,25.7,3.2,13.4,2.5,0.6,1.7,0.2,1.0,0.2,0.5,0.1,0.5,0.1,0.7,52.4,5.5,290,15.5,34.0,0.5,6.1,17.8,9.0,,ALK,Dacite,26.7,28.9,8.6,16.2,77.2,1.9,1.0,8.4,38.4,,,,,,,,,
GOL176,65.71,0.314,16.16,2.57,0.02,1.13,3.31,6.36,1.34,0.148,0.002,0.57,0.85,2.7,99.73,320,779.7,1.6,20,1.1,267,3.2,<0.1,1.4,<0.1,0.05,<0.1,0.5,54,<20,4.3,20.4,4,37.2,405.1,0.2,1,3.2,0.6,18.4,<1,1.1,3.0,0.3,2.9,3.8,6.8,101.6,17.7,37.6,4.3,17.5,2.7,0.8,1.9,0.3,1.1,0.2,0.6,0.1,0.6,0.1,1.0,51.5,6.3,324,14.9,26.7,0.6,4.9,21.5,6.4,,ALK,Dacite,20.3,21.8,9.7,12.2,82.6,1.7,1.4,59.9,801.3,,,,,,,,,
GOL027,62.59,0.296,15.07,4.13,0.04,1.74,3.48,4.44,2.59,0.131,0.005,1.16,1.62,5.4,99.87,224,482.5,8.4,25,0.2,121.4,13.7,0.7,0.5,<0.1,<0.01,<0.1,<0.5,40,26,24.4,9.3,4,69.9,155.2,1.0,2,12.8,17.1,17.5,<1,1.3,2.4,0.1,1.5,2.5,5.2,79.5,7.7,15.6,1.8,7.2,1.3,0.4,1.1,0.2,0.8,0.2,0.5,0.1,0.4,0.1,0.5,50.9,5.3,269,15.3,31.8,0.5,3.6,13.2,5.0,,ALK,Dacite,35.3,33.8,7.9,24.6,63.2,1.9,2.8,58.3,515.9,,,,,,,,,
TB09004,66.24,0.310,15.45,2.47,0.04,1.22,3.69,3.63,2.74,0.087,0.002,0.77,<0.02,4.0,99.87,419,1.6,1.0,39,<0.1,1.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,29,20,10.4,5.6,5,44.2,193.4,0.3,<1,<0.5,<0.1,16.4,1,0.2,2.6,0.2,0.4,2.5,5.3,86.3,7.0,17.1,2.1,9.6,1.5,0.4,1.3,0.2,0.9,0.2,0.5,0.1,0.5,0.1,1.4,49.8,5.6,278,16.3,34.5,0.5,0.8,10.2,1.3,,ALK,Dacite,35.1,31.9,7.3,27.2,57.0,2.1,0.8,1.3,41.6,,,,,,,,,
E631782,62.29,0.311,15.49,2.66,0.08,0.93,5.18,4.49,2.34,0.123,0.003,1.44,0.53,6.0,99.85,350,2,32,250,0.5,400,45,0.1,<0.1,0.9,0.02,<0.1,<0.5,48,<20,7.7,5.7,4,57,203,1.0,1,5.5,0.3,19.8,1,0.8,3.1,0.3,2.9,3.4,7.5,118.8,16.9,34.8,4.11,16.2,2.74,0.76,1.88,0.27,1.20,0.25,0.75,0.11,0.66,0.11,,49.8,7.7,382,15.8,34.9,0.5,4.4,18.4,7.2,,ALK,Dacite,25.3,22.8,9.7,19.5,65.7,1.6,2.0,26.9,283.8,,,,,,,,,
TI0327,60.00,0.347,17.18,3.63,0.10,1.73,5.11,3.89,3.22,0.108,0.002,1.11,0.61,4.5,99.79,698,65.9,2.9,173,<0.1,0.6,<0.5,<0.1,<0.1,0.3,<0.01,<0.1,0.7,42,23,15.5,6.8,8,71.7,218.1,0.9,2,0.7,0.7,20.9,<1,0.4,4.5,0.3,1.2,3.6,7.6,146.4,12.4,28.7,3.3,13.5,2.4,0.6,1.9,0.3,1.4,0.3,0.7,0.1,0.8,0.1,1.0,49.5,8.5,422,19.3,40.7,0.5,1.6,11.9,2.8,,ALK,Dacite,35.5,33.2,9.0,26.4,54.7,1.9,1.7,35.5,241.8,,,,,,,,,
03-PJM-006,63.34,0.320,15.83,2.88,0.04,1.64,3.57,0.53,4.31,0.166,<0.002,1.50,0.39,7.2,99.84,654,2.7,2.4,17,<0.1,50.5,2.2,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,47,<20,11.5,9.8,5,87.0,189.9,0.6,<1,3.1,0.6,21.0,1,0.7,2.7,0.2,2.5,3.0,5.0,95.0,15.6,33.3,3.9,15.1,2.4,0.6,1.6,0.2,1.0,0.2,0.5,0.1,0.5,0.1,0.8,49.5,6.0,297,19.0,31.7,0.6,5.6,24.9,7.0,,ALK,Dacite,59.2,48.7,4.1,51.2,11.0,3.9,1.9,20.6,22.1,,,,,,,,,
TI3425,69.24,0.298,14.63,3.70,0.03,0.60,2.00,2.78,2.87,0.086,0.004,0.40,<0.02,3.6,99.89,440,2.1,0.6,32,<0.1,<0.5,2.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,35,24,16.8,7.3,5,43.2,69.8,0.9,<1,<0.5,0.3,16.9,<1,0.4,3.4,0.3,1.4,3.2,4.7,118.3,13.2,25.4,2.7,9.6,1.6,0.5,1.2,0.2,1.0,0.2,0.5,0.1,0.4,0.1,0.8,49.1,8.1,397,25.2,37.0,0.7,3.4,23.1,3.7,,ALK,Dacite,42.1,45.1,4.8,37.5,49.2,3.1,0.4,2.4,34.7,,,,,,,,,
03-PJM-150a,67.19,0.326,15.94,2.53,0.03,1.19,2.40,5.49,1.45,0.157,0.002,0.47,<0.02,3.2,99.86,307,3.7,1.7,47,<0.1,<0.5,4.3,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,40,<20,6.7,3.2,5,32.7,257.2,0.8,<1,0.5,0.1,19.9,<1,0.8,2.8,0.2,2.7,3.7,6.5,103.1,15.4,32.7,3.9,15.1,2.6,0.7,1.8,0.3,1.1,0.2,0.6,0.1,0.6,0.1,0.9,48.9,6.5,316,15.9,27.9,0.6,4.2,17.3,6.1,,ALK,Dacite,25.1,30.5,7.9,15.5,79.1,2.0,0.5,2.1,52.4,,,,,,,,,
00-CMV-219-B,67.86,0.343,16.62,2.78,0.06,0.48,1.69,3.85,2.77,0.115,<0.002,0.37,<0.02,3.3,99.85,578,3.2,2.1,80,<0.1,<0.5,0.9,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,33,<20,12.7,7.6,4,90.3,147.2,5.4,<1,<0.5,0.2,20.9,1,0.8,3.1,0.2,3.0,3.4,5.0,115.6,13.4,29.7,3.3,13.2,2.3,0.6,1.7,0.2,1.0,0.2,0.5,0.1,0.4,0.1,0.4,48.5,7.0,337,23.1,34.0,0.7,6.8,21.8,7.4,,ALK,Dacite,37.0,34.9,5.5,33.3,58.2,3.0,0.4,2.6,85.3,,,,,,,,,
85J0325,68.45,0.330,15.93,1.91,0.02,0.79,3.37,5.43,1.96,0.115,<0.002,0.18,0.05,1.5,99.79,676,8.8,1.8,14,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,34,<20,2.7,4.6,2,46.4,653.0,1.6,<1,<0.5,0.1,21.5,1,1.0,3.2,0.2,2.1,2.7,3.4,107.2,12.1,27.3,3.4,14.4,2.6,0.6,1.6,0.2,0.7,0.1,0.2,0.0,0.2,0.0,1.4,48.3,6.7,325,31.5,39.7,0.8,9.5,39.5,6.5,,ALK,Dacite,23.8,21.9,8.8,18.2,73.5,1.8,0.2,21.7,24.6,,,,,,,,,
03-PJM-010,60.90,0.315,15.09,6.19,0.16,1.98,4.25,3.36,2.12,0.118,0.003,0.88,2.34,5.3,99.81,326,415.5,8.5,89,1.2,68.7,10.4,0.3,2.4,<0.1,0.04,<0.1,<0.5,37,23,15.1,12.8,4,51.4,114.6,2.1,<1,2.0,0.2,17.8,<1,0.8,2.6,0.2,2.4,3.1,5.7,89.0,12.1,25.9,3.1,12.6,2.1,0.7,1.6,0.2,1.0,0.2,0.6,0.1,0.5,0.1,1.1,47.9,5.9,283,15.6,28.7,0.5,4.5,16.4,6.5,,ALK,Dacite,35.0,42.0,7.6,21.8,61.3,2.0,3.2,72.7,513.0,,,,,,,,,
GOL064,64.00,0.325,15.49,3.62,0.02,1.21,2.09,7.84,0.51,0.149,<0.002,0.73,1.86,4.7,99.91,139,265.3,1.8,5,0.3,1187.8,51.3,0.1,0.4,<0.1,0.04,<0.1,<0.5,38,<20,5.8,8.5,3,8.7,194.1,<0.1,<1,6.5,<0.1,16.4,<1,0.8,2.9,0.3,2.1,3.4,5.6,98.6,14.4,32.0,3.7,14.4,2.6,0.6,1.7,0.2,1.1,0.2,0.6,0.1,0.5,0.1,0.6,47.7,6.4,303,17.6,29.0,0.6,4.0,19.5,5.2,,ALK,Dacite,14.8,22.2,9.9,4.9,93.9,1.6,2.6,71.8,272.1,,,,,,,,,
TRIP2,61.36,0.360,17.14,2.89,0.05,1.67,2.90,4.61,3.26,0.130,0.005,1.23,0.02,5.5,99.84,572,18.8,2.4,41,<0.1,2.6,4.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,56,25,17.2,7.5,5,66.2,142.0,0.6,<1,4.3,<0.1,17.5,<1,0.7,2.6,0.3,2.6,5.3,5.6,92.1,16.2,37.4,4.2,16.8,2.8,0.7,2.0,0.2,1.1,0.2,0.5,0.1,0.6,0.1,0.9,47.6,5.4,256,16.4,17.4,0.9,4.6,20.4,4.1,,ALK,Dacite,39.6,36.2,7.5,30.3,58.6,2.3,1.3,1.6,62.2,,,,,,,,,
GOL063,64.68,0.342,16.26,3.05,0.03,1.30,3.53,5.60,1.77,0.151,0.002,0.59,0.77,3.1,99.83,383,467.2,2.3,28,0.7,105.6,19.3,<0.1,0.9,0.2,0.03,<0.1,0.7,50,<20,9.4,18.4,5,41.4,345.3,0.3,1,1.5,0.8,19.7,1,1.0,2.5,0.2,2.4,3.4,6.5,99.3,14.5,33.2,4.0,16.1,2.8,0.9,1.9,0.3,1.3,0.2,0.6,0.1,0.6,0.1,0.5,47.5,6.1,290,15.3,29.2,0.5,3.9,17.1,5.9,,ALK,Dacite,25.2,27.0,9.1,16.2,76.0,1.8,1.4,56.6,497.5,,,,,,,,,
GOL221,62.77,0.336,15.90,3.21,0.05,1.54,3.33,8.42,0.46,0.139,0.002,0.65,0.16,3.7,99.85,191,180.2,0.8,9,<0.1,16.3,2.5,<0.1,<0.1,<0.1,0.19,<0.1,<0.5,57,<20,7.7,8.1,5,16.0,160.2,2.2,<1,5.1,0.1,20.3,<1,0.9,2.9,0.3,2.8,3.5,7.0,101.7,16.2,34.6,4.1,15.8,2.7,0.8,1.9,0.3,1.3,0.2,0.6,0.1,0.7,0.1,0.6,47.3,6.4,303,14.5,29.1,0.5,4.3,17.9,6.7,,ALK,Dacite,14.5,26.7,11.8,3.8,94.8,1.4,0.8,19.8,190.0,,,,,,,,,
03-PJM-008,63.98,0.351,16.60,3.47,0.10,1.85,2.42,2.50,3.18,0.120,0.003,0.88,0.77,5.1,99.71,442,20.8,2.9,1323,0.1,8.2,17.5,0.2,0.2,3,0.19,<0.1,<0.5,42,22,16.1,7.5,4,78.4,98.1,1.0,<1,6.3,0.3,18.6,<1,0.7,2.7,0.2,2.3,3.2,5.1,94.5,12.8,27.5,3.3,12.8,2.2,0.6,1.5,0.2,1.0,0.2,0.5,0.1,0.5,0.1,0.7,47.3,5.7,269,18.5,29.5,0.6,5.0,20.0,6.0,,ALK,Dacite,50.6,46.6,4.9,39.3,44.0,3.4,1.7,46.7,1346.7,,,,,,,,,
KL1211 19FT,61.91,0.312,14.75,3.05,0.08,1.67,3.35,4.91,3.13,0.170,0.007,1.34,0.86,6.2,99.51,1978,9.3,12.3,33,0.1,3.5,9.3,1.1,0.1,<0.1,0.03,<0.1,<0.5,32,<20,13.2,7.9,6,71.4,1472.6,3.9,<1,0.5,0.2,17.9,2,2.9,3.7,0.3,7.7,5.4,9.6,130.8,38.3,78.8,8.7,33.3,5.3,1.3,3.3,0.4,1.8,0.3,0.9,0.1,0.9,0.1,0.6,47.3,8.9,419,13.6,24.2,0.6,9.0,31.9,12.0,,ALK,Dacite,36.8,30.7,8.3,27.5,61.1,1.8,2.2,39.1,54.6,,,,,,,,,
03-PJM-002,61.27,0.367,16.91,2.69,0.03,1.25,2.87,9.35,0.30,0.211,<0.002,1.04,0.70,4.6,99.89,91,47.8,2.3,4,0.1,587.8,17.4,0.3,0.9,<0.1,0.05,<0.1,<0.5,11,<20,8.3,9.5,4,5.1,197.2,<0.1,<1,9.3,0.6,15.6,<1,0.7,2.9,0.2,2.5,3.7,6.2,100.1,19.1,38.7,4.5,17.5,2.9,0.8,2.0,0.3,1.2,0.2,0.6,0.1,0.6,0.1,1.0,46.1,5.9,273,16.1,27.1,0.6,4.4,24.0,5.7,,ALK,Dacite,11.3,20.0,12.2,2.4,96.9,1.4,1.7,40.2,54.1,,,,,,,,,
KL0609 74FT,67.02,0.359,16.14,3.02,0.03,1.61,1.67,0.08,5.67,0.171,0.008,0.33,<0.02,4.1,99.85,659,2.8,13.1,27,<0.1,<0.5,1.1,0.6,<0.1,<0.1,<0.01,0.1,<0.5,41,33,14.7,5.5,7,206.4,318.3,7.7,1,0.8,<0.1,19.9,4,2.4,3.9,0.4,6.0,6.8,15.5,138.4,31.6,63.3,7.6,30.7,5.3,1.4,4.0,0.6,3.1,0.5,1.4,0.2,1.4,0.2,0.6,45.0,8.6,386,8.9,20.4,0.4,4.4,16.5,7.4,,ALK,Dacite,80.6,71.2,1.8,76.4,1.4,9.2,0.3,2.9,42.9,,,,,,,,,
83J0302,67.73,0.363,16.29,3.78,0.05,2.16,2.24,3.22,1.61,0.124,0.004,0.02,<0.02,2.3,99.87,154,29.7,2.5,59,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,44,<20,16.9,10.6,6,40.6,179.7,1.8,<1,2.1,0.2,19.7,<1,0.2,2.9,0.2,0.7,2.8,3.7,103.1,9.7,22.4,2.3,9.1,1.6,0.6,1.2,0.2,0.8,0.1,0.4,0.1,0.3,0.0,1.3,44.9,6.3,284,27.9,36.8,0.8,2.3,23.2,2.1,,ALK,Dacite,40.8,50.4,5.5,22.8,66.7,3.0,0.0,50.0,91.2,,,,,,,,,
GOL127,61.87,0.362,15.98,3.08,0.03,1.63,3.73,4.70,2.48,0.152,<0.002,1.31,1.02,5.9,99.87,542,6.7,1.3,11,<0.1,43.9,19.9,0.2,0.3,<0.1,0.04,<0.1,<0.5,52,<20,10.8,8.6,5,50.9,340.0,0.3,<1,5.8,0.3,19.1,<1,0.9,2.7,0.3,2.4,3.5,6.3,97.8,15.1,33.4,3.8,14.7,2.5,0.7,1.7,0.3,1.2,0.2,0.6,0.1,0.6,0.1,0.7,44.1,6.1,270,15.5,27.9,0.6,4.0,18.1,5.8,,ALK,Dacite,32.8,29.4,8.4,22.7,65.5,1.9,2.3,43.8,19.0,,,,,,,,,
