LithoID,SampleID,Isdrillhol,Ishikawa_I,Chlorite_I,Na2O_CaO__,K2O__K2O_N,Na2O__Na2O,ACN_Index,S_C__wt___,S__S_C___x,Total_BM__,Affinity,Revised_gr,Revised_su,Al2O3_TiO2,Zr_Al2O3,Zr_TiO2,Zr_Y,Zr_Nb,Nb_Y,Th_Yb,La_Yb_n,Th_Nb_n,SiO2_4AES_,TiO2_4AES_,Al2O3_4AES,Fe2O3_4AES,MnO_4AES_p,MgO_4AES_p,CaO_4AES_p,Na2O_4AES_,K2O_4AES_p,P2O5_4AES_,Cr2O3_4AES,TOT_C_4AES,TOT_S_4AES,LOI_4AES_p,Sum_4AES_p,Ba_4AES_pp,Cu_1DXMS_p,Pb_1DXMS_p,Zn_1DXMS_p,Ag_1DXMS_p,Au_1DXMS_p,As_1DXMS_p,Sb_1DXMS_p,Bi_1DXMS_p,Cd_1DXMS_p,Hg_1DXMS_p,Tl_1DXMS_p,Se_1DXMS_p,V_4AES_ppm,Ni_4AES_pp,Ni_1DXMS_p,Co_4AES_pp,Sc_4AES_pp,Rb_4AES_pp,Sr_4AES_pp,Cs_4AES_pp,Sn_4AES_pp,W_4AES_ppm,Mo_1DXMS_p,Ga_4AES_pp,Be_4AES_pp,U_4AES_ppm,Hf_4AES_pp,Ta_4AES_pp,Th_4AES_pp,Nb_4AES_pp,Y_4AES_ppm,Zr_4AES_pp,La_4AES_pp,Ce_4AES_pp,Pr_4AES_pp,Nd_4AES_pp,Sm_4AES_pp,Eu_4AES_pp,Gd_4AES_pp,Tb_4AES_pp,Dy_4AES_pp,Ho_4AES_pp,Er_4AES_pp,Tm_4AES_pp,Yb_4AES_pp,Lu_4AES_pp,Wgt_4AES_k,LABJOBNO,Cat__Al,Cat__Fe_Ti,Cat__Mg,FeO,Cat_Al,Cat_Fe,Cat_Ti,Cat_Mg,MERGE,MERGE_2
609779,85J0005,N,34.2,61.5,11.8,5.5,80.9,1.2,0.1,60,91,THOL,Mafic,C,7.518519,5.608726,42.169312,3.526549,15.326923,0.230088,0.208333,1.905327,0.645249,49.78,1.89,14.21,14.95,0.19,5.45,8.9,2.88,0.68,0.119,0.013,0.04,0.06,0.7,99.79,64,56.8,1.2,33,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,281,89,36.4,45.8,28,8.8,244.3,0.3,<1,<0.5,0.2,17.8,<1,0.1,2.5,0.3,0.4,5.2,22.6,79.7,5.1,15.5,2.45,13.3,3.54,1.29,4.18,0.72,4.01,0.79,2.29,0.3,1.92,0.3,0.75,VAN09004085,44.60809216,33.75149718,21.64041067,13.45201,27.87312921,18.72339448,2.366049074,13.52189555,Mafic C,THOL Mafic C
609516,73J1426,N,36,64.9,11.1,6.6,76,1.2,0.2,65,137.5,THOL,Mafic,C,7.514124,7.541353,56.666667,2.865714,22.795455,0.125714,0.134771,1.063382,0.953209,48.41,1.77,13.3,16.83,0.26,5.45,8.59,2.47,0.78,0.144,0.013,0.07,0.13,1.7,99.73,128,80,1.5,56,<0.1,1.1,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,393,53,32.5,46.7,40,17.5,150.2,0.2,<1,<0.5,0.2,22.3,<1,0.1,2.7,0.3,0.5,4.4,35,100.3,5.5,15.3,2.4,11.5,3.86,1.27,4.92,0.99,5.78,1.27,3.85,0.59,3.71,0.56,0.85,VAN09004085,41.47310589,37.03073608,21.49615804,15.143634,26.08815049,21.0779083,2.215823736,13.52189555,Mafic C,THOL Mafic C
610203,TI1677,N,33.1,64.4,11,1.9,89.5,1.1,1.5,9.333333,234.1,THOL,Mafic,C,7.459119,7.731872,57.672956,2.540166,21.325581,0.119114,0.138122,1.188894,0.975376,44.26,1.59,11.86,16.48,0.23,5.23,9.22,1.79,0.21,0.131,0.003,1.36,0.14,8.8,99.75,47,118.6,0.5,115,<0.1,1.9,0.7,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,390,38,36.1,49.2,44,8.9,79.7,7.2,<1,<0.5,0.2,18.4,<1,0,2.8,0.3,0.5,4.3,36.1,91.7,6,16.2,2.44,12.3,3.9,1.25,5.23,0.96,6,1.28,3.76,0.6,3.62,0.57,0.75,VAN09005164,39.5170634,38.44093204,22.04200457,14.828704,23.26356878,20.63956797,1.990485729,12.97605756,Mafic C,THOL Mafic C
609722,76J0813,N,35.4,68.2,10.4,4.7,85.9,1.2,0.11,54.545455,157.9,THOL,Mafic,C,7.455621,7.634921,56.923077,3.053968,21.863636,0.139683,0.121951,0.918493,0.762567,49.31,1.69,12.6,19.14,0.26,5.2,7.34,3.1,0.51,0.106,0.006,0.05,0.06,0.5,99.75,53,107.6,2.3,48,<0.1,1.2,<0.5,<0.1,0.3,<0.1,<0.01,<0.1,0.9,438,35,11.9,47.2,44,26.8,108.7,2.9,<1,<0.5,0.4,20.3,<1,0.1,2.8,0.2,0.4,4.4,31.5,96.2,4.2,11.9,1.84,10.1,3.46,1.21,4.67,0.89,5.7,1.2,3.5,0.52,3.28,0.52,0.92,VAN09004085,38.79716312,40.95017119,20.25266569,17.222172,24.71508994,23.97095454,2.11567351,12.90162511,Mafic C,THOL Mafic C
609735,76J0086,N,51.2,78,6.7,1.3,96.7,2,0.56,3.571429,281.4,THOL,Mafic,C,7.447514,8.24184,61.381215,2.94695,23.638298,0.124668,0.190476,0.871007,1.427785,45.94,1.81,13.48,18.61,0.18,6.88,4.05,2.6,0.09,0.166,0.005,0.54,<0.02,5.9,99.71,19,75.9,0.5,205,<0.1,1.4,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,415,37,32.3,46.1,43,1.1,44.6,0.2,5,0.6,0.3,21.8,<1,0.2,3.1,0.3,0.8,4.7,37.7,111.1,5.1,13.1,2.02,10.9,3.64,1.23,4.98,1,6.48,1.45,4.27,0.65,4.2,0.64,0.71,VAN09004085,38.2739377,37.01729291,24.70876939,16.745278,26.4412232,23.30718203,2.265898848,17.06984245,Mafic C,THOL Mafic C
609946,92J0398,N,37.7,69.9,9.1,2.2,92.6,1.4,0.6,10,218.2,THOL,Mafic,C,7.42029,7.601563,56.405797,2.494872,24.325,0.102564,0.095923,0.860071,0.838824,48.1,1.725,12.8,17.52,0.23,5.29,6.55,2.51,0.2,0.141,0.005,0.54,0.06,4.7,99.73,108,97.4,0.8,120,<0.1,0.7,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,513,57,52.4,52.1,45,3.5,103.5,0.1,1,<0.5,0.2,19.1,<1,0.1,3,0.3,0.4,4,39,97.3,5,14.6,2.31,11.7,4.03,1.3,5.36,1.04,6.6,1.41,4.18,0.64,4.17,0.65,1.44,VAN09004086,40.27889349,38.66526232,21.05584419,15.764496,25.10739295,21.94206497,2.159489234,13.12492247,Mafic C,THOL Mafic C
609809,76J0031,N,28.7,63.2,11.6,2.1,93.1,1.1,0.13,76.923077,155.6,THOL,Mafic,C,7.381776,10.15625,74.971165,2.988506,25.490196,0.117241,0.12474,0.924586,0.986851,50.24,1.734,12.8,17.37,0.23,4.44,8.24,3.39,0.25,0.145,0.006,0.03,0.1,0.9,99.76,70,112.2,0.4,43,<0.1,0.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,376,39,13.2,47.7,46,3,104.6,0.1,<1,<0.5,0.2,19.3,<1,0.1,3.9,0.3,0.6,5.1,43.5,130,6.2,17.3,2.67,13.2,4.21,1.3,5.64,1.12,6.99,1.51,4.67,0.71,4.81,0.72,0.57,VAN09004086,41.81195665,39.84282369,18.34521967,15.629526,25.10739295,21.75420483,2.170756134,11.01600298,Mafic C,THOL Mafic C
609736,76J0088,N,18.1,59.2,11,1.3,96.2,1.1,1.45,10.344828,245.7,THOL,Mafic,C,7.37841,7.918006,58.422301,2.669377,22.906977,0.116531,0.152284,1.001307,1.170451,49.73,1.686,12.44,15.3,0.28,2.29,7.44,3.54,0.14,0.157,0.004,1.3,0.15,6.8,99.79,79,107.2,1.5,137,<0.1,0.7,1.1,<0.1,<0.1,0.1,<0.01,<0.1,1.1,391,25,26.5,40.6,40,7.8,87.5,0.3,1,<0.5,0.3,16.9,<1,0.2,2.8,0.3,0.6,4.3,36.9,98.5,5.5,15.2,2.31,12.5,3.74,1.25,4.93,0.94,5.99,1.36,3.98,0.62,3.94,0.59,0.78,VAN09004085,47.5145416,41.42199585,11.06346255,13.76694,24.40124752,19.16173482,2.110665999,5.681677211,Mafic C,THOL Mafic C
609676,Sarcee2,N,20,58,9.6,0.5,98.9,1.4,1.11,5.405405,231.5,THOL,Mafic,C,7.318879,7.304913,53.463776,3.179245,21.0625,0.150943,0.180723,0.885822,1.048529,53.28,1.891,13.84,12.09,0.38,2.34,4.92,4.63,0.05,0.249,<0.002,1.05,0.06,6.1,99.79,39,115.1,13.4,103,0.2,2,40.3,0.2,<0.1,<0.1,0.01,<0.1,0.5,483,90,77.6,26.6,45,4.5,68.7,0.3,1,12.1,0.1,20.2,<1,0.2,3.6,0.3,0.6,4.8,31.8,101.1,4.1,10.4,1.51,7.8,2.39,0.57,3.77,0.75,4.99,1.09,3.26,0.51,3.32,0.56,0.82,VAN09004085,53.79772313,34.69710563,11.50517125,10.878582,27.14736863,15.14152771,2.367300951,5.805731299,Mafic C,THOL Mafic C
0,KL2411,N,44.1,68.3,9.6,3.7,90.8,1.5,0.02,50,72.9,THOL,Mafic,C,7.309911,7.797704,57.000524,2.67734,25.27907,0.105911,0.113636,0.945531,0.975376,48.4,1.907,13.94,14.94,0.18,7.2,5.95,3.64,0.37,0.226,0.015,<0.02,<0.02,2.9,99.72,102,24.5,0.4,48,<0.1,<0.5,2.3,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,451,77,41,41.5,47,6.6,145.4,0.2,<1,<0.5,0.1,19.8,<1,0.2,3,0.2,0.5,4.3,40.6,108.7,5.8,16.6,2.54,14.2,4.36,1.33,6.11,1.12,6.84,1.42,4.38,0.68,4.4,0.68,0.65,VAN09006313,41.23868446,31.81968045,26.9416351,13.443012,27.34352014,18.71087047,2.387330997,17.86378861,Mafic C,THOL Mafic C
610030,93D0110,N,29.5,59.3,11,2,93.7,1.2,0.17,52.941176,147,THOL,Mafic,C,7.268156,9.846272,71.564246,2.567134,22.473684,0.114228,0.111524,0.999953,0.882972,54.04,1.79,13.01,12.99,0.2,4.38,7.71,3.27,0.22,0.157,0.005,0.08,0.09,2,99.78,79,77.8,1.2,68,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.8,458,33,30.3,38.7,42,6.3,194.9,0.3,1,<0.5,0.2,19.9,2,0.2,4.1,0.3,0.6,5.7,49.9,128.1,7.5,21.2,3.23,17.6,5.45,1.79,7.32,1.34,8.85,1.86,5.66,0.84,5.38,0.82,0.62,VAN09004086,46.4866503,33.71748432,19.79586538,11.688402,25.51931112,16.26868858,2.240861292,10.86713807,Mafic C,THOL Mafic C
610371,K66-22,N,37.2,62.6,10.3,6.4,82,1.3,0.26,19.230769,120.4,THOL,Mafic,C,7.264502,9.626374,69.930814,3.236453,20.53125,0.157635,0.25463,1.544187,1.441728,51.02,1.879,13.65,13.22,0.26,5.41,7.14,3.18,0.7,0.185,0.007,0.21,0.05,3.1,99.73,252,13.8,0.6,106,<0.1,<0.5,3.4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,445,46,35.9,54.3,49,27.7,77.6,0.4,1,<0.5,0.4,19.8,<1,0.3,4.4,0.4,1.1,6.4,40.6,131.4,9.3,25.6,3.49,18.3,4.65,1.39,6.15,1.14,7.37,1.54,4.48,0.67,4.32,0.63,0.63,VAN09005164,45.29915946,31.99151783,22.70932271,11.895356,26.77468076,16.55674081,2.352278418,13.42265228,Mafic C,THOL Mafic C
609617,83J0361,N,32.7,66.3,10.8,5.2,84.8,1.2,0.06,33.333333,92.9,THOL,Mafic,C,7.241183,8.28751,60.011377,2.820856,23.444444,0.120321,0.151134,0.921468,1.118431,50.48,1.758,12.73,18.35,0.26,4.65,7.49,3.28,0.59,0.158,<0.002,0.04,<0.02,0,99.75,83,43.4,1.5,48,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,443,<20,7.7,47.4,48,11.6,130.5,0.2,1,<0.5,0.2,19.3,<1,0.2,3.1,0.3,0.6,4.5,37.4,105.5,5.1,15,2.39,12,3.92,1.29,5.09,1.02,6.33,1.33,4.07,0.66,3.97,0.62,0.6,VAN09004085,40.47706109,40.82115882,18.70178009,16.51133,24.9700869,22.98155778,2.200801202,11.53703015,Mafic C,THOL Mafic C
610059,93D0374,N,35,67.9,9.1,7,83.7,1.3,0.81,2.469136,222.7,THOL,Mafic,C,7.214286,7.566007,54.583333,2.540166,23.512821,0.108033,0.148148,1.027244,1.290498,49.23,1.68,12.12,16.7,0.2,4.21,5.61,3.49,0.68,0.126,<0.002,0.79,<0.02,5.7,99.75,156,107.9,0.8,114,<0.1,<0.5,0.8,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,459,23,24,45.6,43,13.7,92.4,0.6,<1,<0.5,0.3,18,<1,0.1,3.1,0.2,0.6,3.9,36.1,91.7,5.8,15.9,2.43,13.1,3.96,1.38,5.22,0.99,6.04,1.33,3.96,0.61,4.05,0.62,0.67,VAN09004086,41.53518355,40.21556587,18.24925058,15.02666,23.7735627,20.91509618,2.103154732,10.44535417,Mafic C,THOL Mafic C
609680,73J1787,N,34.1,64.5,11.2,4.7,83.6,1.2,0.19,63.157895,165.3,THOL,Mafic,C,7.210732,8.643411,62.325321,2.997312,21.037736,0.142473,0.126582,1.107728,0.791343,48.69,1.789,12.9,16.9,0.26,5.24,8.39,2.81,0.55,0.15,0.012,0.07,0.12,2,99.74,112,66.3,1,98,<0.1,1.8,<0.5,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,402,63,28.9,43.7,41,27.2,160.3,0.8,<1,<0.5,0.2,17.5,<1,0.1,3.4,0.3,0.5,5.3,37.2,111.5,6.1,16.6,2.61,12.9,4.18,1.4,5.43,1.05,6.42,1.35,4.15,0.6,3.95,0.59,0.89,VAN09004085,41.0042279,37.92795012,21.06782197,15.20662,25.30354446,21.16557637,2.239609414,13.00086838,Mafic C,THOL Mafic C
610062,93D0395,N,49.5,51.5,8.5,40.1,26.8,1.4,5.75,60.173913,283.8,THOL,Mafic,C,7.208723,7.61452,54.890966,3.091228,22.025,0.140351,0.193548,1.06438,1.258235,50.66,1.605,11.57,10.47,0.19,2.67,6.45,2.09,5.71,0.195,0.007,2.29,3.46,8.1,99.73,507,209.1,11.7,63,0.9,364.5,0.9,0.2,0.6,<0.1,<0.01,<0.1,1.2,292,36,35.6,32.4,35,120,209,3.3,1,65.1,3.3,16.4,2,1.1,2.9,0.2,0.6,4,28.5,88.1,4.6,13.3,2.05,10.3,3.51,1.16,4.41,0.83,5.15,1.09,3.28,0.47,3.1,0.48,0.85,VAN09004086,51.0669613,34.026825,14.9062137,9.420906,22.69472941,13.11263814,2.009263896,6.624488277,Mafic C,THOL Mafic C
609909,92J0065,N,28.5,54.2,14.3,0.3,98.9,0.9,0.75,60,262.2,THOL,Mafic,C,7.194203,8.992748,64.695652,2.960212,27.219512,0.108753,0.097087,0.92274,0.818364,49.59,1.725,12.41,12.91,0.16,5.65,9.94,4.34,0.05,0.093,0.005,0.3,0.45,2.8,99.7,12,212,2.2,48,<0.1,3.4,1.6,<0.1,0.4,<0.1,<0.01,<0.1,1,427,63,39.5,59.2,41,2.9,266,0.2,1,6.8,0.8,17.3,1,0.1,3.3,0.1,0.4,4.1,37.7,111.6,5.3,15.2,2.27,12.9,3.89,1.32,5.51,1.04,6.64,1.38,4.25,0.61,4.12,0.61,0.5,VAN09004086,42.94063557,32.33104745,24.72831698,11.616418,24.34240207,16.16849651,2.159489234,14.0181119,Mafic C,THOL Mafic C
609981,92J0643,N,33,68.3,8.9,1.9,87.5,1.4,0.33,36.363636,241.4,THOL,Mafic,C,7.111995,8.129496,57.816941,2.498771,21.638298,0.115479,0.142857,1.161342,1.070839,51.11,1.759,12.51,16.77,0.26,4.21,7.7,1.19,0.17,0.116,<0.002,0.21,0.12,3.9,99.73,69,128.4,1,112,<0.1,2.1,1.4,0.1,<0.1,<0.1,<0.01,<0.1,0.5,508,<20,21.4,48.2,43,3.1,317.8,0.2,2,<0.5,0.2,21.8,<1,0.1,3.3,0.3,0.6,4.7,40.7,101.7,6.8,17.7,2.79,14.3,4.36,1.35,5.48,1.07,6.6,1.46,4.56,0.67,4.2,0.66,1.51,VAN09004086,42.17063279,39.87854571,17.9508215,15.089646,24.53855358,21.00276425,2.20205308,10.44535417,Mafic C,THOL Mafic C
609907,92J0047,N,27.1,66.6,10,2.9,90.4,1.3,0.04,50,49.6,THOL,Mafic,C,7.066962,9.913861,70.060874,2.923788,25.836735,0.113164,0.153846,1.119303,1.198319,52.52,1.807,12.77,18.36,0.2,3.41,7.18,2.81,0.3,0.156,<0.002,<0.02,<0.02,0.3,99.79,63,15.1,1.5,33,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,296,<20,1.5,36.3,41,7.9,146.6,0.2,<1,0.6,0.2,20.2,1,0.2,3.7,0.3,0.7,4.9,43.3,126.6,7.1,21.6,3.03,15.5,4.81,1.57,6.3,1.17,7.35,1.54,4.65,0.69,4.55,0.71,0.61,VAN09004086,42.62475305,42.97815487,14.39709207,16.520328,25.0485475,22.99408179,2.262143215,8.460488773,Mafic C,THOL Mafic C
609937,92J0314,N,34.7,68.6,9.3,4,86.1,1.4,0.26,73.076923,148.3,THOL,Mafic,C,7.024793,8.54902,60.055096,2.69802,24.222222,0.111386,0.178571,1.088758,1.491242,51.5,1.815,12.75,17.72,0.22,4.58,6.93,2.41,0.39,0.192,0.007,0.07,0.19,1.2,99.74,91,92.7,0.6,55,<0.1,0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,363,44,31,46.3,45,15.3,305.8,0.8,<1,0.8,0.3,20.2,<1,0.2,3.5,0.3,0.8,4.5,40.4,109,6.8,20.2,2.97,14.4,4.7,1.52,6.17,1.14,6.88,1.5,4.48,0.67,4.48,0.7,0.6,VAN09004086,41.10847516,40.21327908,18.67824576,15.944456,25.0093172,22.19254517,2.272158237,11.36335442,Mafic C,THOL Mafic C
609939,92J0335,N,31.6,64.5,10.9,3.7,84.7,1.2,0.23,60.869565,117.8,THOL,Mafic,C,6.903877,8.753846,60.435475,2.709524,25.288889,0.107143,0.109649,0.833703,0.932026,50.63,1.883,13,16.99,0.24,4.6,8.56,2.33,0.42,0.196,0.007,0.09,0.14,0.9,99.75,109,74.5,1.3,42,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.5,407,48,26.5,46.4,41,15.9,154.7,0.8,1,0.7,0.3,21.2,<1,0.1,3.3,0.3,0.5,4.5,42,113.8,5.3,16.1,2.36,12.4,4.22,1.67,6.26,1.16,7.23,1.53,4.56,0.71,4.56,0.72,0.5,VAN09004086,42.11467019,39.03593948,18.84939033,15.287602,25.49969597,21.27829246,2.357285929,11.41297606,Mafic C,THOL Mafic C
609802,76J0048,N,34,67.8,9.9,1.9,94.2,1.3,0.07,71.428571,171.9,THOL,Mafic,C,6.892258,9.552239,65.836492,2.782609,21.714286,0.128146,0.171306,1.1827,1.198319,50.05,1.847,12.73,17.88,0.22,4.92,6.84,3.1,0.19,0.175,0.003,0.02,0.05,1.8,99.75,17,85.6,0.3,86,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,377,27,14.3,45.7,44,3.9,102.8,0.5,1,<0.5,0.4,18.8,<1,0.2,3.5,0.3,0.8,5.6,43.7,121.6,7.7,20.6,3.08,15.2,4.66,1.37,6.15,1.18,6.94,1.51,4.74,0.72,4.67,0.71,0.59,VAN09004086,40.3510288,39.92289368,19.72607753,16.088424,24.9700869,22.39292932,2.312218328,12.20692222,Mafic C,THOL Mafic C
609926,92J0215,N,34.2,68.7,10.6,4.5,80.3,1.1,0.1,20,62.9,THOL,Mafic,C,6.867108,7.90718,54.299459,2.033784,25.083333,0.081081,0.106838,0.551769,1.165033,49.41,1.663,11.42,20.26,0.18,4.99,8.52,2.04,0.5,0.031,<0.002,0.08,<0.02,0.7,99.72,92,36.8,1.1,25,<0.1,2.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,606,38,10.5,48.4,48,18.7,124,0.6,1,0.7,0.3,19.9,<1,0.1,3,0.2,0.5,3.6,44.4,90.3,3.6,14.6,2.8,16,5.51,1.09,6.95,1.27,8.03,1.73,5.06,0.75,4.68,0.73,0.55,VAN09004086,35.99248063,44.11473176,19.89278761,18.229948,22.40050215,25.37364363,2.081872809,12.38059794,Mafic C,THOL Mafic C
609899,73B0086,N,33.4,63.7,11.6,1.6,95.6,1.1,0.23,8.695652,102,THOL,Mafic,C,6.795794,7.899023,53.680133,2.70195,21.555556,0.125348,0.189189,0.775459,1.304837,48.66,1.807,12.28,16.44,0.21,5.63,7.48,4.13,0.19,0.095,0.013,0.21,<0.02,2.8,99.77,31,2.8,3.2,96,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,433,47,27.7,43.2,47,10.6,56.2,0.4,1,<0.5,0.1,20,<1,0.1,2.8,0.2,0.7,4.5,35.9,97,4,12.4,1.98,11.4,3.73,1.14,5.14,0.94,6.03,1.26,3.74,0.57,3.7,0.54,0.62,VAN09004086,39.54751214,37.51855058,22.93393728,14.792712,24.08740511,20.58947193,2.262143215,13.96849026,Mafic C,THOL Mafic C
609660,72S0110,N,30.7,66.5,10,1.9,94.4,1.3,0.35,34.285714,172.1,THOL,Mafic,C,6.791953,10.218239,69.4018,3.041763,20.484375,0.148492,0.146751,0.932339,0.917463,49.6,1.889,12.83,17.46,0.28,4.25,6.81,3.2,0.19,0.191,0.007,0.23,0.12,3.1,99.82,110,42.4,1.7,128,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,237,39,25.9,40.3,39,5,82.3,0.5,1,<0.5,0.3,19.9,<1,0.1,4.1,0.4,0.7,6.4,43.1,131.1,6.2,17.8,2.87,15.3,4.87,1.36,6.48,1.19,7.55,1.69,4.94,0.75,4.77,0.73,0.52,VAN09004085,41.98392751,40.42490103,17.59117146,15.710508,25.1662384,21.86692091,2.364797196,10.54459744,Mafic C,THOL Mafic C
609891,74F0058,N,36.5,67.9,9.6,1.2,96,1.4,0.27,33.333333,198.8,THOL,Mafic,C,6.741004,6.556391,44.196655,2.505747,21.8,0.114943,0.141243,1.073923,1.048529,48.89,1.973,13.3,16.52,0.23,5.37,6.69,2.86,0.12,0.144,0.015,0.18,0.09,3.6,99.73,46,95.2,1.6,102,<0.1,<0.5,1.3,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,507,47,37,45.6,49,3.4,199.7,0.6,<1,<0.5,0.2,17,<1,0,2.5,0.2,0.5,4,34.8,87.2,5.3,13.8,2.19,12,3.74,1.21,4.99,0.92,5.81,1.22,3.73,0.54,3.54,0.55,1.02,VAN09004086,41.69355787,37.01323759,21.29320454,14.864696,26.08815049,20.689664,2.469954932,13.32340901,Mafic C,THOL Mafic C
609513,73J0763,N,30.6,63,10.9,2.5,91.3,1.2,0.18,50,164.5,THOL,Mafic,C,6.726343,9.581749,64.450128,2.883295,20.322581,0.141876,0.105708,1.091873,0.676471,50.38,1.955,13.15,15.69,0.29,4.55,8,2.93,0.28,0.196,0.008,0.09,0.09,2.3,99.77,90,49.4,18.1,97,<0.1,1,0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,246,32,24.4,37,40,7,120.3,0.5,2,<0.5,0.4,18.5,<1,0.2,4.1,0.4,0.5,6.2,43.7,126,7.2,19.3,3,15.4,4.8,1.58,6.2,1.21,7.12,1.65,4.88,0.75,4.73,0.72,0.49,VAN09004085,43.58521887,37.33935276,19.07542837,14.117862,25.79392323,19.6501712,2.447421132,11.28892197,Mafic C,THOL Mafic C
609687,73S1134,N,48.7,72.2,8,15.6,66,1.6,0.14,57.142857,115.1,THOL,Mafic,C,6.687211,10.30722,68.926554,2.904762,23.54386,0.123377,0.091408,1.088407,0.73581,49.41,1.947,13.02,16.38,0.2,6.13,5.15,2.87,1.48,0.251,0.01,0.06,0.08,2.8,99.65,452,38.9,1.2,75,<0.1,1.1,0.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,479,58,32.3,43,44,38.7,291.2,1,1,0.6,0.5,21.5,1,0.2,4.1,0.4,0.5,5.7,46.2,134.2,8.3,22.1,3.33,17.7,5.51,1.72,6.98,1.36,8.4,1.82,5.65,0.85,5.47,0.84,0.39,VAN09004085,40.09270016,36.03115412,23.87614572,14.738724,25.53892627,20.51432787,2.437406109,15.20903114,Mafic C,THOL Mafic C
0,KL1015,N,48.1,71.5,9.2,6.1,78.3,1.5,0.27,62.962963,147.1,THOL,Mafic,C,6.651719,4.913858,32.6856,2.827586,25.230769,0.112069,0,0.903685,0,45.21,2.007,13.35,16.96,0.22,7.89,7,2.16,0.6,0.201,0.017,0.1,0.17,4.1,99.72,106,62.7,0.4,84,<0.1,<0.5,1.2,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,409,112,93.4,56.9,38,16.4,71.8,0.5,<1,<0.5,0.2,16.7,<1,0,1.7,0.1,0,2.6,23.2,65.6,3.2,9.1,1.51,9.1,2.61,1.1,3.75,0.66,4.15,0.9,2.51,0.4,2.54,0.4,0.45,VAN09006313,37.66978454,34.16984925,28.16036621,15.260608,26.18622624,21.24072043,2.512518778,19.57573502,Mafic C,THOL Mafic C
609524,73S0394,N,31.8,64.1,11.5,2.9,86.9,1.1,0.16,75,132.2,THOL,Mafic,C,6.639133,8.328149,55.291688,3.131579,22.3125,0.140351,0.13089,1.126649,0.873775,48.56,1.937,12.86,17.39,0.24,5.04,9.27,2.26,0.34,0.155,0.011,0.04,0.12,1.7,99.74,69,73.6,0.6,58,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,443,42,26.5,48.8,41,9.2,108.9,0.2,<1,<0.5,0.3,18.4,<1,0.2,3.5,0.4,0.5,4.8,34.2,107.1,6,16.4,2.52,12.7,4.24,1.4,5.25,1.05,5.94,1.38,4.11,0.62,3.82,0.61,0.7,VAN09004085,40.72905728,39.08061584,20.19032688,15.647522,25.22508386,21.77925285,2.424887331,12.50465203,Mafic C,THOL Mafic C
0,KL0825,N,38.3,66.8,10.5,3.4,87.3,1.2,0.05,80,68.6,THOL,Mafic,C,6.599395,8.600917,56.760848,2.586207,23.4375,0.110345,0.108932,0.890764,0.873775,49.94,1.982,13.08,16.67,0.24,6.17,7.97,2.55,0.37,0.284,0.011,<0.02,0.04,0.5,99.74,61,35.9,0.7,32,<0.1,4.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,446,54,17.4,43.3,45,9.7,119.8,0.5,<1,0.8,3,19.1,<1,0.1,3.5,0.3,0.5,4.8,43.5,112.5,5.7,16.9,2.71,14.8,4.81,1.55,6.5,1.18,7.42,1.58,4.69,0.72,4.59,0.72,0.67,VAN09006313,39.88676347,36.31440458,23.79883195,14.999666,25.65661717,20.87752415,2.481221833,15.30827441,Mafic C,THOL Mafic C
